ISOTime,flow,sal,temp,oxy,trc_ret
02/06/1983 00:00:00,37.512,0,NaN,200,0
03/06/1983 00:00:00,10.799,0,NaN,200,0
04/06/1983 00:00:00,6.199,0,NaN,200,0
05/06/1983 00:00:00,7.765,0,NaN,200,0
06/06/1983 00:00:00,4.421,0,NaN,200,0
07/06/1983 00:00:00,3.405,0,NaN,200,0
08/06/1983 00:00:00,2.349,0,NaN,200,0
09/06/1983 00:00:00,1.899,0,NaN,200,0
10/06/1983 00:00:00,1.636,0,NaN,200,0
11/06/1983 00:00:00,1.588,0,NaN,200,0
12/06/1983 00:00:00,1.328,0,NaN,200,0
13/06/1983 00:00:00,1.179,0,NaN,200,0
14/06/1983 00:00:00,1.098,0,NaN,200,0
15/06/1983 00:00:00,1.015,0,NaN,200,0
16/06/1983 00:00:00,0.984,0,NaN,200,0
17/06/1983 00:00:00,1.801,0,NaN,200,0
18/06/1983 00:00:00,18.494,0,NaN,200,0
19/06/1983 00:00:00,25.465,0,NaN,200,0
20/06/1983 00:00:00,21.612,0,NaN,200,0
21/06/1983 00:00:00,8.997,0,NaN,200,0
22/06/1983 00:00:00,18.048,0,NaN,200,0
23/06/1983 00:00:00,8.06,0,NaN,200,0
24/06/1983 00:00:00,5.228,0,NaN,200,0
25/06/1983 00:00:00,5.774,0,NaN,200,0
26/06/1983 00:00:00,16.261,0,NaN,200,0
27/06/1983 00:00:00,21.015,0,NaN,200,0
28/06/1983 00:00:00,61.012,0,NaN,200,0
29/06/1983 00:00:00,91.59,0,NaN,200,0
30/06/1983 00:00:00,69.044,0,NaN,200,0
01/07/1983 00:00:00,29.93,0,NaN,200,0
02/07/1983 00:00:00,13.306,0,NaN,200,0
03/07/1983 00:00:00,8.301,0,NaN,200,0
04/07/1983 00:00:00,7.006,0,NaN,200,0
05/07/1983 00:00:00,6.197,0,NaN,200,0
06/07/1983 00:00:00,5.539,0,NaN,200,0
07/07/1983 00:00:00,5.199,0,NaN,200,0
08/07/1983 00:00:00,8.709,0,NaN,200,0
09/07/1983 00:00:00,30.366,0,NaN,200,0
10/07/1983 00:00:00,39.403,0,NaN,200,0
11/07/1983 00:00:00,15.364,0,NaN,200,0
12/07/1983 00:00:00,8.755,0,NaN,200,0
13/07/1983 00:00:00,7.258,0,NaN,200,0
14/07/1983 00:00:00,6.229,0,NaN,200,0
15/07/1983 00:00:00,5.408,0,NaN,200,0
16/07/1983 00:00:00,4.541,0,NaN,200,0
17/07/1983 00:00:00,4.558,0,NaN,200,0
18/07/1983 00:00:00,4.512,0,NaN,200,0
19/07/1983 00:00:00,5.099,0,NaN,200,0
20/07/1983 00:00:00,4.989,0,NaN,200,0
21/07/1983 00:00:00,6.931,0,NaN,200,0
22/07/1983 00:00:00,6.228,0,NaN,200,0
23/07/1983 00:00:00,5.075,0,NaN,200,0
24/07/1983 00:00:00,65.281,0,NaN,200,0
25/07/1983 00:00:00,98.144,0,NaN,200,0
26/07/1983 00:00:00,94.052,0,NaN,200,0
27/07/1983 00:00:00,48.766,0,NaN,200,0
28/07/1983 00:00:00,19.139,0,NaN,200,0
29/07/1983 00:00:00,12.452,0,NaN,200,0
30/07/1983 00:00:00,28.309,0,NaN,200,0
31/07/1983 00:00:00,18.482,0,NaN,200,0
01/08/1983 00:00:00,11.414,0,NaN,200,0
02/08/1983 00:00:00,9.409,0,NaN,200,0
03/08/1983 00:00:00,9.88,0,NaN,200,0
04/08/1983 00:00:00,12.155,0,NaN,200,0
05/08/1983 00:00:00,42.783,0,NaN,200,0
06/08/1983 00:00:00,41.448,0,NaN,200,0
07/08/1983 00:00:00,20.751,0,NaN,200,0
08/08/1983 00:00:00,13.804,0,NaN,200,0
09/08/1983 00:00:00,10.985,0,NaN,200,0
10/08/1983 00:00:00,9.493,0,NaN,200,0
11/08/1983 00:00:00,8.648,0,NaN,200,0
12/08/1983 00:00:00,18.195,0,NaN,200,0
13/08/1983 00:00:00,21.959,0,NaN,200,0
14/08/1983 00:00:00,24.431,0,NaN,200,0
15/08/1983 00:00:00,16.126,0,NaN,200,0
16/08/1983 00:00:00,10.321,0,NaN,200,0
17/08/1983 00:00:00,8.465,0,NaN,200,0
18/08/1983 00:00:00,9.411,0,NaN,200,0
19/08/1983 00:00:00,8.032,0,NaN,200,0
20/08/1983 00:00:00,11.632,0,NaN,200,0
21/08/1983 00:00:00,13.606,0,NaN,200,0
22/08/1983 00:00:00,11.082,0,NaN,200,0
23/08/1983 00:00:00,48.753,0,NaN,200,0
24/08/1983 00:00:00,59.971,0,NaN,200,0
25/08/1983 00:00:00,84.349,0,NaN,200,0
26/08/1983 00:00:00,57.526,0,NaN,200,0
27/08/1983 00:00:00,35.364,0,NaN,200,0
28/08/1983 00:00:00,30.204,0,NaN,200,0
29/08/1983 00:00:00,44.26,0,NaN,200,0
30/08/1983 00:00:00,33.214,0,NaN,200,0
31/08/1983 00:00:00,19.722,0,NaN,200,0
01/09/1983 00:00:00,28.543,0,NaN,200,0
02/09/1983 00:00:00,38.182,0,NaN,200,0
03/09/1983 00:00:00,37.226,0,NaN,200,0
04/09/1983 00:00:00,69.295,0,NaN,200,0
05/09/1983 00:00:00,49.531,0,NaN,200,0
06/09/1983 00:00:00,38.637,0,NaN,200,0
07/09/1983 00:00:00,69.247,0,NaN,200,0
08/09/1983 00:00:00,47.401,0,NaN,200,0
09/09/1983 00:00:00,25.776,0,NaN,200,0
10/09/1983 00:00:00,18.166,0,NaN,200,0
11/09/1983 00:00:00,15.554,0,NaN,200,0
12/09/1983 00:00:00,19.984,0,NaN,200,0
13/09/1983 00:00:00,30.723,0,NaN,200,0
14/09/1983 00:00:00,19.567,0,NaN,200,0
15/09/1983 00:00:00,17.415,0,NaN,200,0
16/09/1983 00:00:00,17.544,0,NaN,200,0
17/09/1983 00:00:00,15.449,0,NaN,200,0
18/09/1983 00:00:00,12.562,0,NaN,200,0
19/09/1983 00:00:00,10.964,0,NaN,200,0
20/09/1983 00:00:00,9.895,0,NaN,200,0
21/09/1983 00:00:00,9.557,0,NaN,200,0
22/09/1983 00:00:00,8.771,0,NaN,200,0
23/09/1983 00:00:00,8.13,0,NaN,200,0
24/09/1983 00:00:00,8.118,0,NaN,200,0
25/09/1983 00:00:00,7.477,0,NaN,200,0
26/09/1983 00:00:00,7.091,0,NaN,200,0
27/09/1983 00:00:00,7.009,0,NaN,200,0
28/09/1983 00:00:00,6.738,0,NaN,200,0
29/09/1983 00:00:00,6.64,0,NaN,200,0
30/09/1983 00:00:00,6.376,0,NaN,200,0
01/10/1983 00:00:00,5.995,0,NaN,200,0
02/10/1983 00:00:00,5.734,0,NaN,200,0
03/10/1983 00:00:00,5.531,0,NaN,200,0
04/10/1983 00:00:00,5.365,0,NaN,200,0
05/10/1983 00:00:00,5.119,0,NaN,200,0
06/10/1983 00:00:00,4.625,0,NaN,200,0
07/10/1983 00:00:00,4.532,0,NaN,200,0
08/10/1983 00:00:00,4.112,0,NaN,200,0
09/10/1983 00:00:00,4.283,0,NaN,200,0
10/10/1983 00:00:00,4.571,0,NaN,200,0
11/10/1983 00:00:00,3.809,0,NaN,200,0
12/10/1983 00:00:00,3.865,0,NaN,200,0
13/10/1983 00:00:00,5.939,0,NaN,200,0
14/10/1983 00:00:00,5.094,0,NaN,200,0
15/10/1983 00:00:00,4.532,0,NaN,200,0
16/10/1983 00:00:00,4.257,0,NaN,200,0
17/10/1983 00:00:00,5.774,0,NaN,200,0
18/10/1983 00:00:00,4.927,0,NaN,200,0
19/10/1983 00:00:00,4.16,0,NaN,200,0
20/10/1983 00:00:00,3.838,0,NaN,200,0
21/10/1983 00:00:00,3.511,0,NaN,200,0
22/10/1983 00:00:00,2.991,0,NaN,200,0
23/10/1983 00:00:00,2.961,0,NaN,200,0
24/10/1983 00:00:00,3.102,0,NaN,200,0
25/10/1983 00:00:00,2.994,0,NaN,200,0
26/10/1983 00:00:00,2.376,0,NaN,200,0
27/10/1983 00:00:00,2.295,0,NaN,200,0
28/10/1983 00:00:00,2.088,0,NaN,200,0
29/10/1983 00:00:00,2.01,0,NaN,200,0
30/10/1983 00:00:00,1.825,0,NaN,200,0
31/10/1983 00:00:00,1.719,0,NaN,200,0
01/11/1983 00:00:00,1.539,0,NaN,200,0
02/11/1983 00:00:00,1.552,0,NaN,200,0
03/11/1983 00:00:00,1.49,0,NaN,200,0
04/11/1983 00:00:00,1.623,0,NaN,200,0
05/11/1983 00:00:00,1.776,0,NaN,200,0
06/11/1983 00:00:00,1.981,0,NaN,200,0
07/11/1983 00:00:00,3.019,0,NaN,200,0
08/11/1983 00:00:00,3.707,0,NaN,200,0
09/11/1983 00:00:00,2.582,0,NaN,200,0
10/11/1983 00:00:00,2.05,0,NaN,200,0
11/11/1983 00:00:00,1.592,0,NaN,200,0
12/11/1983 00:00:00,1.661,0,NaN,200,0
13/11/1983 00:00:00,2.845,0,NaN,200,0
14/11/1983 00:00:00,2.692,0,NaN,200,0
15/11/1983 00:00:00,2.062,0,NaN,200,0
16/11/1983 00:00:00,1.748,0,NaN,200,0
17/11/1983 00:00:00,2.485,0,NaN,200,0
18/11/1983 00:00:00,2.364,0,NaN,200,0
19/11/1983 00:00:00,1.968,0,NaN,200,0
20/11/1983 00:00:00,1.859,0,NaN,200,0
21/11/1983 00:00:00,2.036,0,NaN,200,0
22/11/1983 00:00:00,1.442,0,NaN,200,0
23/11/1983 00:00:00,1.19,0,NaN,200,0
24/11/1983 00:00:00,1.062,0,NaN,200,0
25/11/1983 00:00:00,1.104,0,NaN,200,0
26/11/1983 00:00:00,1.06,0,NaN,200,0
27/11/1983 00:00:00,0.989,0,NaN,200,0
28/11/1983 00:00:00,1.093,0,NaN,200,0
29/11/1983 00:00:00,1.129,0,NaN,200,0
30/11/1983 00:00:00,1.045,0,NaN,200,0
01/12/1983 00:00:00,0.852,0,NaN,200,0
02/12/1983 00:00:00,1.068,0,NaN,200,0
03/12/1983 00:00:00,1.074,0,NaN,200,0
04/12/1983 00:00:00,0.965,0,NaN,200,0
05/12/1983 00:00:00,1.034,0,NaN,200,0
06/12/1983 00:00:00,1.034,0,NaN,200,0
07/12/1983 00:00:00,0.989,0,NaN,200,0
08/12/1983 00:00:00,0.949,0,NaN,200,0
09/12/1983 00:00:00,0.913,0,NaN,200,0
10/12/1983 00:00:00,0.877,0,NaN,200,0
11/12/1983 00:00:00,0.895,0,NaN,200,0
12/12/1983 00:00:00,0.909,0,NaN,200,0
13/12/1983 00:00:00,0.977,0,NaN,200,0
14/12/1983 00:00:00,0.878,0,NaN,200,0
15/12/1983 00:00:00,0.804,0,NaN,200,0
16/12/1983 00:00:00,0.742,0,NaN,200,0
17/12/1983 00:00:00,0.832,0,NaN,200,0
18/12/1983 00:00:00,1.033,0,NaN,200,0
19/12/1983 00:00:00,1.12,0,NaN,200,0
20/12/1983 00:00:00,1.126,0,NaN,200,0
21/12/1983 00:00:00,0.97,0,NaN,200,0
22/12/1983 00:00:00,1.053,0,NaN,200,0
23/12/1983 00:00:00,1.199,0,NaN,200,0
24/12/1983 00:00:00,1.296,0,NaN,200,0
25/12/1983 00:00:00,1.125,0,NaN,200,0
26/12/1983 00:00:00,0.866,0,NaN,200,0
27/12/1983 00:00:00,0.717,0,NaN,200,0
28/12/1983 00:00:00,0.98,0,NaN,200,0
29/12/1983 00:00:00,0.817,0,NaN,200,0
30/12/1983 00:00:00,0.754,0,NaN,200,0
31/12/1983 00:00:00,1.18,0,NaN,200,0
01/01/1984 00:00:00,1.229,0,NaN,200,0
02/01/1984 00:00:00,1.011,0,NaN,200,0
03/01/1984 00:00:00,0.778,0,NaN,200,0
04/01/1984 00:00:00,0.823,0,NaN,200,0
05/01/1984 00:00:00,1.006,0,NaN,200,0
06/01/1984 00:00:00,1.154,0,NaN,200,0
07/01/1984 00:00:00,0.92,0,NaN,200,0
08/01/1984 00:00:00,0.874,0,NaN,200,0
09/01/1984 00:00:00,0.828,0,NaN,200,0
10/01/1984 00:00:00,0.651,0,NaN,200,0
11/01/1984 00:00:00,0.828,0,NaN,200,0
12/01/1984 00:00:00,1.039,0,NaN,200,0
13/01/1984 00:00:00,0.898,0,NaN,200,0
14/01/1984 00:00:00,0.956,0,NaN,200,0
15/01/1984 00:00:00,1.056,0,NaN,200,0
16/01/1984 00:00:00,1.098,0,NaN,200,0
17/01/1984 00:00:00,0.956,0,NaN,200,0
18/01/1984 00:00:00,0.929,0,NaN,200,0
19/01/1984 00:00:00,0.93,0,NaN,200,0
20/01/1984 00:00:00,0.795,0,NaN,200,0
21/01/1984 00:00:00,0.7,0,NaN,200,0
22/01/1984 00:00:00,0.542,0,NaN,200,0
23/01/1984 00:00:00,0.636,0,NaN,200,0
24/01/1984 00:00:00,0.562,0,NaN,200,0
25/01/1984 00:00:00,0.639,0,NaN,200,0
26/01/1984 00:00:00,0.684,0,NaN,200,0
27/01/1984 00:00:00,0.819,0,NaN,200,0
28/01/1984 00:00:00,0.918,0,NaN,200,0
29/01/1984 00:00:00,0.966,0,NaN,200,0
30/01/1984 00:00:00,0.942,0,NaN,200,0
31/01/1984 00:00:00,0.865,0,NaN,200,0
01/02/1984 00:00:00,0.743,0,NaN,200,0
02/02/1984 00:00:00,0.728,0,NaN,200,0
03/02/1984 00:00:00,0.656,0,NaN,200,0
04/02/1984 00:00:00,0.735,0,NaN,200,0
05/02/1984 00:00:00,0.739,0,NaN,200,0
06/02/1984 00:00:00,0.992,0,NaN,200,0
07/02/1984 00:00:00,0.877,0,NaN,200,0
08/02/1984 00:00:00,0.876,0,NaN,200,0
09/02/1984 00:00:00,0.669,0,NaN,200,0
10/02/1984 00:00:00,0.769,0,NaN,200,0
11/02/1984 00:00:00,0.728,0,NaN,200,0
12/02/1984 00:00:00,1.018,0,NaN,200,0
13/02/1984 00:00:00,0.729,0,NaN,200,0
14/02/1984 00:00:00,0.845,0,NaN,200,0
15/02/1984 00:00:00,0.751,0,NaN,200,0
16/02/1984 00:00:00,0.715,0,NaN,200,0
17/02/1984 00:00:00,0.865,0,NaN,200,0
18/02/1984 00:00:00,0.895,0,NaN,200,0
19/02/1984 00:00:00,0.979,0,NaN,200,0
20/02/1984 00:00:00,1.023,0,NaN,200,0
21/02/1984 00:00:00,0.942,0,NaN,200,0
22/02/1984 00:00:00,1.113,0,NaN,200,0
23/02/1984 00:00:00,1.011,0,NaN,200,0
24/02/1984 00:00:00,0.735,0,NaN,200,0
25/02/1984 00:00:00,0.69,0,NaN,200,0
26/02/1984 00:00:00,0.62,0,NaN,200,0
27/02/1984 00:00:00,0.901,0,NaN,200,0
28/02/1984 00:00:00,0.868,0,NaN,200,0
29/02/1984 00:00:00,0.782,0,NaN,200,0
01/03/1984 00:00:00,0.86,0,NaN,200,0
02/03/1984 00:00:00,0.77,0,NaN,200,0
03/03/1984 00:00:00,0.799,0,NaN,200,0
04/03/1984 00:00:00,0.936,0,NaN,200,0
05/03/1984 00:00:00,1.038,0,NaN,200,0
06/03/1984 00:00:00,1.141,0,NaN,200,0
07/03/1984 00:00:00,1.014,0,NaN,200,0
08/03/1984 00:00:00,0.75,0,NaN,200,0
09/03/1984 00:00:00,1.366,0,NaN,200,0
10/03/1984 00:00:00,1.374,0,NaN,200,0
11/03/1984 00:00:00,1.029,0,NaN,200,0
12/03/1984 00:00:00,0.838,0,NaN,200,0
13/03/1984 00:00:00,0.745,0,NaN,200,0
14/03/1984 00:00:00,0.959,0,NaN,200,0
15/03/1984 00:00:00,1.004,0,NaN,200,0
16/03/1984 00:00:00,1.256,0,NaN,200,0
17/03/1984 00:00:00,1.291,0,NaN,200,0
18/03/1984 00:00:00,1.173,0,NaN,200,0
19/03/1984 00:00:00,1.164,0,NaN,200,0
20/03/1984 00:00:00,1.129,0,NaN,200,0
21/03/1984 00:00:00,0.97,0,NaN,200,0
22/03/1984 00:00:00,1.051,0,NaN,200,0
23/03/1984 00:00:00,1.028,0,NaN,200,0
24/03/1984 00:00:00,1.053,0,NaN,200,0
25/03/1984 00:00:00,0.994,0,NaN,200,0
26/03/1984 00:00:00,0.768,0,NaN,200,0
27/03/1984 00:00:00,0.713,0,NaN,200,0
28/03/1984 00:00:00,0.626,0,NaN,200,0
29/03/1984 00:00:00,0.842,0,NaN,200,0
30/03/1984 00:00:00,0.832,0,NaN,200,0
31/03/1984 00:00:00,0.957,0,NaN,200,0
01/04/1984 00:00:00,0.976,0,NaN,200,0
02/04/1984 00:00:00,0.906,0,NaN,200,0
03/04/1984 00:00:00,0.631,0,NaN,200,0
04/04/1984 00:00:00,0.537,0,NaN,200,0
05/04/1984 00:00:00,0.654,0,NaN,200,0
06/04/1984 00:00:00,0.627,0,NaN,200,0
07/04/1984 00:00:00,0.718,0,NaN,200,0
08/04/1984 00:00:00,0.751,0,NaN,200,0
09/04/1984 00:00:00,0.958,0,NaN,200,0
10/04/1984 00:00:00,0.833,0,NaN,200,0
11/04/1984 00:00:00,1.481,0,NaN,200,0
12/04/1984 00:00:00,2.753,0,NaN,200,0
13/04/1984 00:00:00,1.333,0,NaN,200,0
14/04/1984 00:00:00,1.169,0,NaN,200,0
15/04/1984 00:00:00,1.648,0,NaN,200,0
16/04/1984 00:00:00,1.581,0,NaN,200,0
17/04/1984 00:00:00,1.533,0,NaN,200,0
18/04/1984 00:00:00,1.372,0,NaN,200,0
19/04/1984 00:00:00,1.299,0,NaN,200,0
20/04/1984 00:00:00,1.174,0,NaN,200,0
21/04/1984 00:00:00,0.944,0,NaN,200,0
22/04/1984 00:00:00,0.943,0,NaN,200,0
23/04/1984 00:00:00,0.893,0,NaN,200,0
24/04/1984 00:00:00,0.846,0,NaN,200,0
25/04/1984 00:00:00,0.755,0,NaN,200,0
26/04/1984 00:00:00,0.698,0,NaN,200,0
27/04/1984 00:00:00,0.574,0,NaN,200,0
28/04/1984 00:00:00,0.446,0,NaN,200,0
29/04/1984 00:00:00,0.558,0,NaN,200,0
30/04/1984 00:00:00,2.006,0,NaN,200,0
01/05/1984 00:00:00,1.868,0,NaN,200,0
02/05/1984 00:00:00,1.172,0,NaN,200,0
03/05/1984 00:00:00,0.878,0,NaN,200,0
04/05/1984 00:00:00,0.601,0,NaN,200,0
05/05/1984 00:00:00,0.632,0,NaN,200,0
06/05/1984 00:00:00,0.75,0,NaN,200,0
07/05/1984 00:00:00,2.235,0,NaN,200,0
08/05/1984 00:00:00,8.175,0,NaN,200,0
09/05/1984 00:00:00,7.859,0,NaN,200,0
10/05/1984 00:00:00,9.453,0,NaN,200,0
11/05/1984 00:00:00,7.202,0,NaN,200,0
12/05/1984 00:00:00,4.476,0,NaN,200,0
13/05/1984 00:00:00,2.584,0,NaN,200,0
14/05/1984 00:00:00,1.985,0,NaN,200,0
15/05/1984 00:00:00,1.843,0,NaN,200,0
16/05/1984 00:00:00,2.145,0,NaN,200,0
17/05/1984 00:00:00,3.742,0,NaN,200,0
18/05/1984 00:00:00,6.406,0,NaN,200,0
19/05/1984 00:00:00,6.678,0,NaN,200,0
20/05/1984 00:00:00,12.408,0,NaN,200,0
21/05/1984 00:00:00,13.711,0,NaN,200,0
22/05/1984 00:00:00,5.775,0,NaN,200,0
23/05/1984 00:00:00,3.572,0,NaN,200,0
24/05/1984 00:00:00,2.836,0,NaN,200,0
25/05/1984 00:00:00,2.95,0,NaN,200,0
26/05/1984 00:00:00,9.504,0,NaN,200,0
27/05/1984 00:00:00,19.061,0,NaN,200,0
28/05/1984 00:00:00,27.822,0,NaN,200,0
29/05/1984 00:00:00,12.273,0,NaN,200,0
30/05/1984 00:00:00,16.412,0,NaN,200,0
31/05/1984 00:00:00,8.438,0,NaN,200,0
01/06/1984 00:00:00,4.788,0,NaN,200,0
02/06/1984 00:00:00,3.753,0,NaN,200,0
03/06/1984 00:00:00,8.195,0,NaN,200,0
04/06/1984 00:00:00,5.915,0,NaN,200,0
05/06/1984 00:00:00,25.397,0,NaN,200,0
06/06/1984 00:00:00,46.433,0,NaN,200,0
07/06/1984 00:00:00,17.644,0,NaN,200,0
08/06/1984 00:00:00,7.131,0,NaN,200,0
09/06/1984 00:00:00,4.989,0,NaN,200,0
10/06/1984 00:00:00,4.293,0,NaN,200,0
11/06/1984 00:00:00,3.592,0,NaN,200,0
12/06/1984 00:00:00,9.465,0,NaN,200,0
13/06/1984 00:00:00,43.906,0,NaN,200,0
14/06/1984 00:00:00,28.322,0,NaN,200,0
15/06/1984 00:00:00,10.388,0,NaN,200,0
16/06/1984 00:00:00,6.491,0,NaN,200,0
17/06/1984 00:00:00,4.914,0,NaN,200,0
18/06/1984 00:00:00,3.997,0,NaN,200,0
19/06/1984 00:00:00,3.394,0,NaN,200,0
20/06/1984 00:00:00,6.112,0,NaN,200,0
21/06/1984 00:00:00,46.489,0,NaN,200,0
22/06/1984 00:00:00,44.746,0,NaN,200,0
23/06/1984 00:00:00,20.29,0,NaN,200,0
24/06/1984 00:00:00,9.392,0,NaN,200,0
25/06/1984 00:00:00,6.823,0,NaN,200,0
26/06/1984 00:00:00,5.599,0,NaN,200,0
27/06/1984 00:00:00,4.737,0,NaN,200,0
28/06/1984 00:00:00,4.172,0,NaN,200,0
29/06/1984 00:00:00,3.579,0,NaN,200,0
30/06/1984 00:00:00,3.271,0,NaN,200,0
01/07/1984 00:00:00,3.539,0,NaN,200,0
02/07/1984 00:00:00,3.009,0,NaN,200,0
03/07/1984 00:00:00,2.859,0,NaN,200,0
04/07/1984 00:00:00,9.733,0,NaN,200,0
05/07/1984 00:00:00,19.325,0,NaN,200,0
06/07/1984 00:00:00,32.617,0,NaN,200,0
07/07/1984 00:00:00,24.398,0,NaN,200,0
08/07/1984 00:00:00,19.596,0,NaN,200,0
09/07/1984 00:00:00,9.764,0,NaN,200,0
10/07/1984 00:00:00,6.545,0,NaN,200,0
11/07/1984 00:00:00,5.188,0,NaN,200,0
12/07/1984 00:00:00,4.345,0,NaN,200,0
13/07/1984 00:00:00,3.711,0,NaN,200,0
14/07/1984 00:00:00,3.321,0,NaN,200,0
15/07/1984 00:00:00,3.285,0,NaN,200,0
16/07/1984 00:00:00,4.523,0,NaN,200,0
17/07/1984 00:00:00,4.103,0,NaN,200,0
18/07/1984 00:00:00,3.323,0,NaN,200,0
19/07/1984 00:00:00,2.86,0,NaN,200,0
20/07/1984 00:00:00,2.733,0,NaN,200,0
21/07/1984 00:00:00,2.512,0,NaN,200,0
22/07/1984 00:00:00,2.315,0,NaN,200,0
23/07/1984 00:00:00,2.157,0,NaN,200,0
24/07/1984 00:00:00,2.092,0,NaN,200,0
25/07/1984 00:00:00,2.367,0,NaN,200,0
26/07/1984 00:00:00,8.419,0,NaN,200,0
27/07/1984 00:00:00,7.738,0,NaN,200,0
28/07/1984 00:00:00,5.017,0,NaN,200,0
29/07/1984 00:00:00,3.878,0,NaN,200,0
30/07/1984 00:00:00,3.758,0,NaN,200,0
31/07/1984 00:00:00,3.59,0,NaN,200,0
01/08/1984 00:00:00,3.182,0,NaN,200,0
02/08/1984 00:00:00,4.034,0,NaN,200,0
03/08/1984 00:00:00,6.186,0,NaN,200,0
04/08/1984 00:00:00,4.279,0,NaN,200,0
05/08/1984 00:00:00,4.476,0,NaN,200,0
06/08/1984 00:00:00,24.528,0,NaN,200,0
07/08/1984 00:00:00,23.033,0,NaN,200,0
08/08/1984 00:00:00,23.388,0,NaN,200,0
09/08/1984 00:00:00,24.171,0,NaN,200,0
10/08/1984 00:00:00,12.436,0,NaN,200,0
11/08/1984 00:00:00,8.303,0,NaN,200,0
12/08/1984 00:00:00,6.544,0,NaN,200,0
13/08/1984 00:00:00,5.827,0,NaN,200,0
14/08/1984 00:00:00,5.676,0,NaN,200,0
15/08/1984 00:00:00,15.093,0,NaN,200,0
16/08/1984 00:00:00,20.938,0,NaN,200,0
17/08/1984 00:00:00,14.622,0,NaN,200,0
18/08/1984 00:00:00,12.517,0,NaN,200,0
19/08/1984 00:00:00,16.476,0,NaN,200,0
20/08/1984 00:00:00,16.852,0,NaN,200,0
21/08/1984 00:00:00,13.671,0,NaN,200,0
22/08/1984 00:00:00,11.005,0,NaN,200,0
23/08/1984 00:00:00,8.76,0,NaN,200,0
24/08/1984 00:00:00,7.191,0,NaN,200,0
25/08/1984 00:00:00,6.094,0,NaN,200,0
26/08/1984 00:00:00,5.511,0,NaN,200,0
27/08/1984 00:00:00,4.932,0,NaN,200,0
