TIME,NS1_FLOW [m^3 s^-1],NS1_SALT_FLUX [psu m^3 s^-1],NS1_TEMP_FLUX [degrees celsius m^3 s^-1],NS2_FLOW [m^3 s^-1],NS2_SALT_FLUX [psu m^3 s^-1],NS2_TEMP_FLUX [degrees celsius m^3 s^-1],NS3_FLOW [m^3 s^-1],NS3_SALT_FLUX [psu m^3 s^-1],NS3_TEMP_FLUX [degrees celsius m^3 s^-1],NS4_FLOW [m^3 s^-1],NS4_SALT_FLUX [psu m^3 s^-1],NS4_TEMP_FLUX [degrees celsius m^3 s^-1],NS5_FLOW [m^3 s^-1],NS5_SALT_FLUX [psu m^3 s^-1],NS5_TEMP_FLUX [degrees celsius m^3 s^-1],NS6_FLOW [m^3 s^-1],NS6_SALT_FLUX [psu m^3 s^-1],NS6_TEMP_FLUX [degrees celsius m^3 s^-1],NS7_FLOW [m^3 s^-1],NS7_SALT_FLUX [psu m^3 s^-1],NS7_TEMP_FLUX [degrees celsius m^3 s^-1],NS8_FLOW [m^3 s^-1],NS8_SALT_FLUX [psu m^3 s^-1],NS8_TEMP_FLUX [degrees celsius m^3 s^-1],NS9_FLOW [m^3 s^-1],NS9_SALT_FLUX [psu m^3 s^-1],NS9_TEMP_FLUX [degrees celsius m^3 s^-1]
03/12/2015 00:00:00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00,  0.0000000E+00
