7,-0.4,-0.35,-0.3,-0.25,-0.2,-0.15,-0.1,-0.05,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95,2
-0.4,0,-0.031,-0.087,-0.159,-0.244,-0.338,-0.447,-0.563,-0.686,-0.821,-0.958,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
-0.35,0,0,-0.087,-0.159,-0.244,-0.338,-0.447,-0.563,-0.686,-0.821,-0.958,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
-0.3,0,0,0,-0.159,-0.244,-0.338,-0.447,-0.563,-0.686,-0.821,-0.958,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
-0.25,0,0,0,0,-0.238,-0.338,-0.447,-0.563,-0.686,-0.821,-0.958,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
-0.2,0,0,0,0,0,-0.319,-0.447,-0.563,-0.686,-0.821,-0.958,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
-0.15,0,0,0,0,0,0,-0.4,-0.563,-0.686,-0.821,-0.958,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
-0.1,0,0,0,0,0,0,0,-0.481,-0.682,-0.821,-0.958,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
-0.05,0,0,0,0,0,0,0,0,-0.563,-0.797,-0.958,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
0,0,0,0,0,0,0,0,0,0,-0.644,-0.913,-1.109,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
0.05,0,0,0,0,0,0,0,0,0,0,-0.726,-1.028,-1.26,-1.425,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
0.1,0,0,0,0,0,0,0,0,0,0,0,-0.808,-1.144,-1.401,-1.59,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
0.15,0,0,0,0,0,0,0,0,0,0,0,0,-0.889,-1.26,-1.543,-1.765,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.971,-1.376,-1.685,-1.944,-2.129,-2.321,-2.513,-2.718,-2.924,-3.134,-3.353,-3.571,-3.798,-4.03,-4.261,-4.503,-4.747,-4.991,-5.246,-5.502,-5.758,-6.026,-6.294,-6.562,-6.84,-7.121,-7.401,-7.689,-7.98,-8.272,-8.569,-8.872,-9.175,-9.481,-9.795,-10.109
