ISOTime,Wx,Wy,Atemp,Rel_Hum,Sol_Rad,Clouds 
04/01/2002 04:00:00,0.820005,4.650481,19,85,0,0
04/01/2002 05:00:00,1.805556,3.127314,18.4,88,0,0
04/01/2002 06:00:00,1.710101,4.698463,18.5,85,17.196035,0
04/01/2002 07:00:00,1.425084,3.915386,19.3,81,131.812211,0.291667
04/01/2002 08:00:00,1.350597,7.659616,19.7,75,317.363573,0.208333
04/01/2002 09:00:00,2.660157,7.30872,20,73,438.599677,0.25
04/01/2002 10:00:00,1.157654,6.565385,21.1,65,804.728426,0.041667
04/01/2002 11:00:00,3.749594,4.468592,22,62,607.683481,0.291667
04/01/2002 12:00:00,5.773503,3.333333,21.9,64,660.318309,0.291667
04/01/2002 13:00:00,7.022074,5.89222,21.2,61,846.879309,0.166667
04/01/2002 14:00:00,4.166667,7.216878,21.1,62,757.159015,0.208333
04/01/2002 15:00:00,6.383704,5.356563,21.4,64,633.661266,0.25
04/01/2002 16:00:00,4.305556,7.457441,21.1,62,452.087136,0.333333
04/01/2002 17:00:00,5.356563,6.383704,21,61,463.019602,0.166667
04/01/2002 18:00:00,5.89222,7.022074,20.9,66,213.932748,0.333333
04/01/2002 19:00:00,3.888889,6.735753,20.6,67,143.338436,0.041667
04/01/2002 20:00:00,4.642355,5.532543,19.3,76,0,0.291667
04/01/2002 21:00:00,3.611111,6.254628,19.5,77,0,0.083333
04/01/2002 22:00:00,1.447068,8.206731,19.5,70,0,0.166667
04/01/2002 23:00:00,1.254126,7.112501,19.1,70,0,0.25
05/01/2002 00:00:00,-2.470146,6.786669,17.8,68,0,0.25
05/01/2002 01:00:00,-2.470146,6.786669,17.2,69,0,0.041667
05/01/2002 02:00:00,-2.090123,5.742566,16.8,68,0,0.041667
05/01/2002 03:00:00,-1.710101,4.698463,16.5,67,0,0
05/01/2002 04:00:00,-1.615095,4.437437,16.6,66,0,0
05/01/2002 05:00:00,-2.361111,4.089564,15.8,72,0,0.041667
05/01/2002 06:00:00,-2.766272,2.321178,15.7,70,11.750474,0.166667
05/01/2002 07:00:00,-3.333333,5.773503,16,66,201.32273,0.041667
05/01/2002 08:00:00,-2.090123,5.742566,17.3,57,418.223272,0.041667
05/01/2002 09:00:00,0,6.111111,18.2,51,507.610873,0.166667
05/01/2002 10:00:00,0,6.666667,18.9,43,870.595633,0
05/01/2002 11:00:00,0,7.777778,20.3,44,1017.129926,0
05/01/2002 12:00:00,2.850168,7.830772,20.6,42,1105.855113,0
05/01/2002 13:00:00,2.945173,8.091798,20.3,40,1130.050151,0
05/01/2002 14:00:00,6.383704,5.356563,20.9,49,1087.896526,0
05/01/2002 15:00:00,5.89222,7.022074,20.4,51,982.567034,0
05/01/2002 16:00:00,4.583333,7.938566,20.8,47,758.287653,0.041667
05/01/2002 17:00:00,4.861111,8.419691,20.1,51,570.834574,0.041667
05/01/2002 18:00:00,4.861111,8.419691,19.8,46,389.473287,0
05/01/2002 19:00:00,2.850168,7.830772,19.1,47,143.909889,0.041667
05/01/2002 20:00:00,1.495304,8.480289,18.4,47,0,0
05/01/2002 21:00:00,-1.591775,9.027404,17.5,47,0,0
05/01/2002 22:00:00,-1.447068,8.206731,16.5,50,0,0
05/01/2002 23:00:00,-1.447068,8.206731,15.5,55,0,0
06/01/2002 00:00:00,-2.660157,7.30872,15.1,60,0,0
06/01/2002 01:00:00,-2.090123,5.742566,14.6,64,0,0
06/01/2002 02:00:00,-3.213938,3.830222,14.2,63,0,0
06/01/2002 03:00:00,-2.083333,3.608439,13.5,66,0,0
06/01/2002 04:00:00,-3.035386,3.617432,13.2,68,0,0
06/01/2002 05:00:00,-3.213938,3.830222,12.9,74,0,0
06/01/2002 06:00:00,-2.766272,2.321178,12.9,73,14.198697,0
06/01/2002 07:00:00,-1.527778,2.646189,14.2,68,215.543856,0
06/01/2002 08:00:00,-2.361111,4.089564,15.5,65,415.829821,0.041667
06/01/2002 09:00:00,-2.090123,5.742566,17.8,58,675.253197,0
06/01/2002 10:00:00,-4.468592,3.749594,19.5,49,868.734369,0
06/01/2002 11:00:00,-3.55625,-0.627063,21.7,43,1015.755034,0
06/01/2002 12:00:00,-2.766272,-2.321178,24.2,42,1104.988834,0
06/01/2002 13:00:00,2.083333,-3.608439,23.3,50,1129.674618,0
06/01/2002 14:00:00,7.457441,4.305556,22.4,55,1087.956634,0
06/01/2002 15:00:00,6.383704,5.356563,23.5,54,982.975234,0
06/01/2002 16:00:00,5.356563,6.383704,23,54,822.710026,0
06/01/2002 17:00:00,5.89222,7.022074,22,57,619.593754,0
06/01/2002 18:00:00,2.660157,7.30872,22.1,61,390.182933,0
06/01/2002 19:00:00,0,5.833333,21.4,66,156.54036,0
06/01/2002 20:00:00,0,4.722222,20.9,67,0,0
06/01/2002 21:00:00,-0.820005,4.650481,20.5,70,0,0
06/01/2002 22:00:00,-1.425084,3.915386,20.2,73,0,0
06/01/2002 23:00:00,-1.425084,3.915386,19.8,74,0,0
07/01/2002 00:00:00,-1.25,2.165064,19.2,74,0,0
07/01/2002 01:00:00,-3.009135,0.530592,19.1,55,0,0
07/01/2002 02:00:00,-4.924039,0.868241,19.2,52,0,0
07/01/2002 03:00:00,-5.744712,1.012948,18.6,54,0,0
07/01/2002 04:00:00,-6.666667,0,17.6,58,0,0
07/01/2002 05:00:00,-6.111111,0,16.6,62,0,0
07/01/2002 06:00:00,-5.833333,0,16.7,61,12.747234,0
07/01/2002 07:00:00,-4.103366,-0.723534,18.3,55,212.779655,0
07/01/2002 08:00:00,-5.106963,-4.285251,21.4,48,448.161307,0
07/01/2002 09:00:00,-2.766272,-2.321178,24.3,38,672.924879,0
07/01/2002 10:00:00,0,-2.222222,25.2,47,866.831029,0
07/01/2002 11:00:00,2.646189,-1.527778,25.3,47,1014.338385,0
07/01/2002 12:00:00,6.264617,2.280134,25.2,49,1104.07846,0
07/01/2002 13:00:00,5.532543,4.642355,25.1,51,1129.250081,0
07/01/2002 14:00:00,6.383704,5.356563,24.1,56,1087.960593,0
07/01/2002 15:00:00,5.958123,4.999459,24.6,55,983.318474,0
07/01/2002 16:00:00,2.280134,6.264617,24.4,54,823.278186,0
07/01/2002 17:00:00,1.157654,6.565385,24.4,50,620.255781,0
07/01/2002 18:00:00,1.995117,5.48154,23.9,49,390.80029,0
07/01/2002 19:00:00,1.012948,5.744712,23.7,45,156.972223,0
07/01/2002 20:00:00,0.723534,4.103366,21.5,69,0,0
07/01/2002 21:00:00,0.627063,3.55625,21.4,72,0,0
07/01/2002 22:00:00,0,3.611111,21.2,70,0,0
07/01/2002 23:00:00,0.385885,2.188462,19.9,81,0,0
08/01/2002 00:00:00,-1.425084,3.915386,20.5,80,0,0
08/01/2002 01:00:00,-0.723534,4.103366,20.2,77,0,0
08/01/2002 02:00:00,0,4.166667,20.5,69,0,0
08/01/2002 03:00:00,0,4.722222,20,75,0,0
08/01/2002 04:00:00,-0.627063,3.55625,19.5,74,0,0
08/01/2002 05:00:00,0,3.055556,18.7,75,0,0
08/01/2002 06:00:00,-1.045062,2.871283,19.1,71,11.336312,0
08/01/2002 07:00:00,-1.527778,2.646189,19.5,69,209.965335,0
08/01/2002 08:00:00,-0.434121,2.462019,21.2,58,445.469746,0
08/01/2002 09:00:00,1.045062,2.871283,23.1,55,670.552905,0
08/01/2002 10:00:00,5.48154,1.995117,23,64,864.886321,0
08/01/2002 11:00:00,5.773503,3.333333,22.4,62,1012.880211,0
08/01/2002 12:00:00,5.292377,3.055556,23.3,58,1103.123757,0
08/01/2002 13:00:00,6.383704,5.356563,23.4,58,1128.775886,0
08/01/2002 14:00:00,6.254628,3.611111,22.5,66,1087.907406,0
08/01/2002 15:00:00,7.022074,5.89222,22.2,68,983.595511,0
08/01/2002 16:00:00,7.022074,5.89222,21.8,67,823.770306,0
08/01/2002 17:00:00,6.596494,5.535116,20.9,66,465.127801,0.166667
08/01/2002 18:00:00,4.999459,5.958123,20.4,70,360.963502,0.041667
08/01/2002 19:00:00,2.916667,5.051815,19.9,70,145.104039,0.041667
08/01/2002 20:00:00,2.916667,5.051815,18.9,76,0,0.041667
08/01/2002 21:00:00,2.361111,4.089564,18.7,76,0,0.125
08/01/2002 22:00:00,1.805556,3.127314,18.2,77,0,0.041667
08/01/2002 23:00:00,2.340691,1.964073,18.2,76,0,0.041667
09/01/2002 00:00:00,4.468592,3.749594,18.7,73,0,0.083333
09/01/2002 01:00:00,4.089564,2.361111,18.8,72,0,0.041667
09/01/2002 02:00:00,3.55625,0.627063,18.8,73,0,0.041667
09/01/2002 03:00:00,5,0,19.1,74,0,0.208333
09/01/2002 04:00:00,5.742566,2.090123,18.8,72,0,0.041667
09/01/2002 05:00:00,4.698463,1.710101,19,67,0,0.25
09/01/2002 06:00:00,5.833333,0,19.3,67,8.023581,0.125
09/01/2002 07:00:00,7.112501,-1.254126,20,69,191.034941,0.041667
09/01/2002 08:00:00,6.254628,-3.611111,20.2,67,285.656859,0.25
09/01/2002 09:00:00,7.457441,-4.305556,20.5,66,537.611533,0.125
09/01/2002 10:00:00,7.022074,-5.89222,20.7,70,795.953336,0.041667
09/01/2002 11:00:00,7.457441,-4.305556,20.2,78,932.913415,0.041667
09/01/2002 12:00:00,7.022074,-5.89222,20.5,78,558.191257,0.375
09/01/2002 13:00:00,7.022074,-5.89222,21,76,673.19072,0.291667
09/01/2002 14:00:00,8.419691,-4.861111,21,79,701.860973,0.25
09/01/2002 15:00:00,8.613849,-3.135185,21.5,70,418.571185,0.458333
09/01/2002 16:00:00,8.480289,-1.495304,21.7,70,320.117585,0.5
09/01/2002 17:00:00,7.112501,-1.254126,21.3,70,341.987121,0.333333
09/01/2002 18:00:00,8.206731,-1.447068,20.4,78,272.683043,0.208333
09/01/2002 19:00:00,6.786669,2.470146,18.3,87,33.766483,0.75
09/01/2002 20:00:00,1.615095,4.437437,18,88,0,0.291667
09/01/2002 21:00:00,1.805556,3.127314,18.3,81,0,0.416667
09/01/2002 22:00:00,2.340691,1.964073,17.8,83,0,0.375
09/01/2002 23:00:00,4.089564,2.361111,18.9,72,0,0.375
10/01/2002 00:00:00,3.035386,3.617432,18.7,69,0,0.5
10/01/2002 01:00:00,3.213938,3.830222,18.7,66,0,0.458333
10/01/2002 02:00:00,3.213938,3.830222,17.9,68,0,0.25
10/01/2002 03:00:00,1.25,2.165064,16.8,77,0,0.375
10/01/2002 04:00:00,5.958123,4.999459,16.7,75,0,0.291667
10/01/2002 05:00:00,2.083333,3.608439,17.8,66,0,0.333333
10/01/2002 06:00:00,2.916667,5.051815,18,64,4.384556,0.375
10/01/2002 07:00:00,2.916667,5.051815,18.8,54,103.417967,0.375
10/01/2002 08:00:00,2.470146,6.786669,18.9,59,242.15681,0.333333
10/01/2002 09:00:00,-1.235073,3.393334,16,76,366.404279,0.333333
10/01/2002 10:00:00,5.532543,4.642355,19.5,58,513.656315,0.291667
10/01/2002 11:00:00,3.333333,5.773503,19.8,53,702.907446,0.208333
10/01/2002 12:00:00,7.216878,4.166667,20.5,52,1101.080311,0
10/01/2002 13:00:00,6.383704,5.356563,20.5,50,1127.675797,0
10/01/2002 14:00:00,7.216878,4.166667,20.9,57,1087.625517,0
10/01/2002 15:00:00,6.383704,5.356563,20.7,49,983.945978,0
10/01/2002 16:00:00,6.383704,5.356563,20.9,48,760.551073,0.041667
10/01/2002 17:00:00,5.356563,6.383704,20.2,52,621.722638,0
10/01/2002 18:00:00,3.888889,6.735753,19.4,56,392.086484,0
10/01/2002 19:00:00,2.470146,6.786669,19,54,145.457574,0.041667
10/01/2002 20:00:00,2.090123,5.742566,18.6,58,0,0.041667
10/01/2002 21:00:00,1.157654,6.565385,18.9,56,0,0
10/01/2002 22:00:00,-1.350597,7.659616,18,52,0,0
10/01/2002 23:00:00,-1.350597,7.659616,16.9,55,0,0
11/01/2002 00:00:00,-2.280134,6.264617,16.1,60,0,0
11/01/2002 01:00:00,-2.280134,6.264617,15.5,61,0,0
11/01/2002 02:00:00,-2.5,4.330127,15,63,0,0
11/01/2002 03:00:00,-2.5,4.330127,14.4,63,0,0
11/01/2002 04:00:00,-2.321178,2.766272,14,65,0,0
11/01/2002 05:00:00,-2.766272,2.321178,13.3,64,0,0
11/01/2002 06:00:00,-2.766272,2.321178,13.8,61,0,0
11/01/2002 07:00:00,-4.103366,0.723534,15.5,54,201.241613,0
11/01/2002 08:00:00,-4.924039,-0.868241,16.7,50,437.125034,0
11/01/2002 09:00:00,-4.722222,0,18.4,45,663.186566,0
11/01/2002 10:00:00,-3.915386,-1.425084,21.5,37,858.810839,0
11/01/2002 11:00:00,-2.646189,-1.527778,23.2,35,1008.25854,0
11/01/2002 12:00:00,1.25,2.165064,23.9,40,1099.990992,0
11/01/2002 13:00:00,7.457441,4.305556,21,54,1127.048494,0
11/01/2002 14:00:00,6.596494,5.535116,21.5,52,1087.394747,0
11/01/2002 15:00:00,4.166667,7.216878,22.3,46,984.016896,0
11/01/2002 16:00:00,4.305556,7.457441,22.6,48,824.776853,0
11/01/2002 17:00:00,2.850168,7.830772,21.7,52,622.034106,0
11/01/2002 18:00:00,1.350597,7.659616,20.7,60,392.322719,0
11/01/2002 19:00:00,1.350597,7.659616,20.5,64,157.737068,0
11/01/2002 20:00:00,-1.012948,5.744712,20,69,0,0
11/01/2002 21:00:00,-0.868241,4.924039,20.2,74,0,0
11/01/2002 22:00:00,-1.012948,5.744712,20.2,71,0,0
11/01/2002 23:00:00,-1.254126,7.112501,19.9,61,0,0
12/01/2002 00:00:00,-2.280134,6.264617,18.9,65,0,0
12/01/2002 01:00:00,-3.035386,3.617432,17.6,63,0,0
12/01/2002 02:00:00,-2.321178,2.766272,17.1,59,0,0
12/01/2002 03:00:00,-3.191852,2.678282,17.4,57,0,0
12/01/2002 04:00:00,-3.617432,3.035386,17.2,57,0,0
12/01/2002 05:00:00,-3.191852,2.678282,16.6,59,0,0
12/01/2002 06:00:00,-2.766272,2.321178,16.8,59,0,0
12/01/2002 07:00:00,-4.089564,2.361111,18.4,51,198.246873,0
12/01/2002 08:00:00,-4.722222,0,20.8,42,434.258703,0
12/01/2002 09:00:00,-3.393334,1.235073,23.6,35,660.651456,0
12/01/2002 10:00:00,0,4.722222,25,33,856.707444,0
12/01/2002 11:00:00,-0.820005,4.650481,26.6,29,1006.636177,0
12/01/2002 12:00:00,0,5.833333,28.6,27,1098.856191,0
12/01/2002 13:00:00,0,5.833333,29.2,26,1126.368719,0
12/01/2002 14:00:00,0,4.722222,29.7,25,1087.102695,0
12/01/2002 15:00:00,3.333333,5.773503,28.9,33,984.016595,0
12/01/2002 16:00:00,2.470146,6.786669,27.4,36,824.951279,0
12/01/2002 17:00:00,2.660157,7.30872,26.8,38,622.254682,0
12/01/2002 18:00:00,2.660157,7.30872,26.1,41,392.460864,0
12/01/2002 19:00:00,2.660157,7.30872,25.3,44,157.68339,0
12/01/2002 20:00:00,1.254126,7.112501,24,56,0,0
12/01/2002 21:00:00,0,6.111111,24,54,0,0
12/01/2002 22:00:00,-2.090123,5.742566,23.1,55,0,0
12/01/2002 23:00:00,-2.280134,6.264617,22.4,54,0,0
13/01/2002 00:00:00,-3.749594,4.468592,22.9,39,0,0
13/01/2002 01:00:00,-5.773503,3.333333,22.6,44,0,0
13/01/2002 02:00:00,-5.773503,3.333333,21.3,47,0,0
13/01/2002 03:00:00,-5.051815,2.916667,20.4,46,0,0
13/01/2002 04:00:00,-5.292377,3.055556,19.8,46,0,0
13/01/2002 05:00:00,-3.830222,3.213938,19.2,47,0,0
13/01/2002 06:00:00,-2.678282,3.191852,19.3,45,0,0
13/01/2002 07:00:00,-2.083333,3.608439,19.7,51,195.212142,0
13/01/2002 08:00:00,-2.916667,5.051815,21.4,48,431.352626,0
13/01/2002 09:00:00,-5.292377,3.055556,25,36,658.078404,0
13/01/2002 10:00:00,-3.393334,1.235073,26.9,32,854.566007,0
13/01/2002 11:00:00,-3.617432,3.035386,28.7,31,1004.973154,0
13/01/2002 12:00:00,-1.615095,4.437437,30.1,27,1097.675576,0
13/01/2002 13:00:00,0,4.166667,31.4,25,1125.635729,0
13/01/2002 14:00:00,3.333333,5.773503,31.7,31,1086.748304,0
13/01/2002 15:00:00,4.305556,7.457441,30.7,33,983.943817,0
13/01/2002 16:00:00,3.135185,8.613849,30.6,33,825.042943,0
13/01/2002 17:00:00,2.945173,8.091798,29.4,35,622.383114,0
13/01/2002 18:00:00,2.945173,8.091798,28.6,38,392.499873,0
13/01/2002 19:00:00,1.254126,7.112501,27.4,48,157.53028,0
13/01/2002 20:00:00,0,5,26,57,0,0
13/01/2002 21:00:00,-1.710101,4.698463,26.3,53,0,0
13/01/2002 22:00:00,-10.121635,1.784718,25.8,43,0,0
13/01/2002 23:00:00,-9.657952,3.515207,23.2,51,0,0
14/01/2002 00:00:00,-7.938566,4.583333,21.7,55,0,0
14/01/2002 01:00:00,-6.786669,2.470146,21.1,56,0,0
14/01/2002 02:00:00,-5.292377,3.055556,20.2,57,0,0
14/01/2002 03:00:00,-3.617432,3.035386,19.9,59,0,0
14/01/2002 04:00:00,-7.216878,4.166667,18.6,70,0,0
14/01/2002 05:00:00,-6.264617,2.280134,18.3,73,0,0
14/01/2002 06:00:00,-7.30872,2.660157,18.4,73,0,0
14/01/2002 07:00:00,-8.333333,0,19.2,71,192.1395,0
14/01/2002 08:00:00,-5.744712,1.012948,19.3,73,428.408388,0
14/01/2002 09:00:00,-9.027404,-1.591775,21.5,59,655.468534,0
14/01/2002 10:00:00,-9.722222,0,21.6,57,735.081044,0.083333
14/01/2002 11:00:00,-8.333333,0,25.1,52,1003.269596,0
14/01/2002 12:00:00,-8.632908,0.20619,26.112134,47.803347,1096.448796,0
14/01/2002 13:00:00,-8.937561,0.415874,27.141423,43.535565,1124.848769,0
14/01/2002 14:00:00,-9.242213,0.625558,28.170711,39.267782,1086.330511,0
14/01/2002 15:00:00,-9.546866,0.835243,29.2,35,983.79731,0
14/01/2002 16:00:00,-8.480289,1.495304,28.2,39,825.050541,0
14/01/2002 17:00:00,-9.57452,1.688246,27.7,44,622.418179,0
14/01/2002 18:00:00,-10.004442,1.695482,27.585,40.95,392.438742,0
14/01/2002 19:00:00,-8.148175,-0.906872,27.272727,39.454545,157.277113,0
14/01/2002 20:00:00,-7.216878,4.166667,21.7,64,0,0
14/01/2002 21:00:00,-4.722222,0,23.3,57,0,0.333333
14/01/2002 22:00:00,-6.565385,-1.157654,22.5,62,0,0.264706
14/01/2002 23:00:00,-4.103366,-0.723534,21.9,65,0,0
15/01/2002 00:00:00,-4.698463,1.710101,21.6,68,0,0
15/01/2002 01:00:00,-3.393334,1.235073,21.5,68,0,0
15/01/2002 02:00:00,-1.235073,3.393334,21.3,70,0,0
15/01/2002 03:00:00,-1.805556,3.127314,21.2,71,0,0
15/01/2002 04:00:00,-3.830222,3.213938,20.6,75,0,0
15/01/2002 05:00:00,-3.055556,5.292377,20.1,77,0,0
15/01/2002 06:00:00,-2.678282,3.191852,19.6,78,0,0
15/01/2002 07:00:00,-3.213938,3.830222,20.5,74,189.031045,0
15/01/2002 08:00:00,-1.995117,5.48154,21.3,71,425.427574,0
15/01/2002 09:00:00,-2.280134,6.264617,22.7,66,652.822966,0
15/01/2002 10:00:00,-1.710101,4.698463,25.6,56,850.171504,0
15/01/2002 11:00:00,-1.710101,4.698463,28.3,48,1001.52561,0
15/01/2002 12:00:00,-4.468592,3.749594,31,34,1095.175488,0
15/01/2002 13:00:00,-5,0,32.2,28,1124.007073,0
15/01/2002 14:00:00,-2.871283,1.045062,32.9,31,1085.848248,0
15/01/2002 15:00:00,2.660157,7.30872,30.6,42,983.575828,0
15/01/2002 16:00:00,2.660157,7.30872,29.8,45,824.97278,0
15/01/2002 17:00:00,2.470146,6.786669,27.9,51,622.358684,0
15/01/2002 18:00:00,2.470146,6.786669,27.2,55,392.276514,0
15/01/2002 19:00:00,1.061183,6.01827,26.4,62,156.923332,0
15/01/2002 20:00:00,1.012948,5.744712,25.2,67,0,0
15/01/2002 21:00:00,-0.820005,4.650481,25,71,0,0
15/01/2002 22:00:00,-0.820005,4.650481,24.9,72,0,0
15/01/2002 23:00:00,-2.361111,4.089564,25.2,69,0,0
16/01/2002 00:00:00,-4.468592,3.749594,26.4,48,0,0
16/01/2002 01:00:00,-4.330127,2.5,25.2,49,0,0
16/01/2002 02:00:00,-5.742566,2.090123,24.2,51,0,0
16/01/2002 03:00:00,-6.254628,3.611111,23.1,53,0,0
16/01/2002 04:00:00,-5.742566,2.090123,22.4,57,0,0
16/01/2002 05:00:00,-5.48154,1.995117,22.2,59,0,0
16/01/2002 06:00:00,-5.744712,1.012948,22.2,59,0,0
16/01/2002 07:00:00,-6.01827,1.061183,23.1,55,185.888889,0
16/01/2002 08:00:00,-6.01827,1.061183,24.7,51,422.411769,0
16/01/2002 09:00:00,-5.742566,2.090123,26.6,46,599.70191,0.041667
16/01/2002 10:00:00,-7.112501,1.254126,29.5,37,635.261877,0.166667
16/01/2002 11:00:00,-8.611111,0,31.3,33,749.006731,0.166667
16/01/2002 12:00:00,-5.833333,0,32.5,31,1093.855276,0
16/01/2002 13:00:00,-5.833333,0,33.5,29,781.749789,0.208333
16/01/2002 14:00:00,6.254628,3.611111,26.5,57,700.250773,0.25
16/01/2002 15:00:00,6.596494,5.535116,25.5,65,381.910144,0.5
16/01/2002 16:00:00,5.416667,9.381942,26.058333,60.583333,401.647602,0.394231
16/01/2002 17:00:00,1.959108,11.90125,23.353846,69.769231,407.12706,0.242388
16/01/2002 18:00:00,0,10.277778,24,67,361.59826,0.041667
16/01/2002 19:00:00,-1.97766,11.215866,23.5,71,156.468449,0
16/01/2002 20:00:00,-1.495304,8.480289,22.2,79,0,0
16/01/2002 21:00:00,-2.945173,8.091798,22.3,77,0,0
16/01/2002 22:00:00,-2.280134,6.264617,22.2,77,0,0
16/01/2002 23:00:00,-4.681383,3.928146,23.8,65,0,0
17/01/2002 00:00:00,-2.321178,2.766272,23.5,65,0,0
17/01/2002 01:00:00,-3.915386,1.425084,23.4,64,0,0
17/01/2002 02:00:00,-3.127314,1.805556,23.4,63,0,0
17/01/2002 03:00:00,-0.530592,3.009135,22.7,67,0,0
17/01/2002 04:00:00,0,2.5,22,75,0,0
17/01/2002 05:00:00,0,2.5,21.3,79,0,0
17/01/2002 06:00:00,-1.063951,0.892761,21.4,79,0,0
