ISOTime,Wx,Wy,Atemp,Rel_Hum,Sol_Rad,LW_Net
15/06/2013 06:00:00,0.34738,-0.82121,15.67000,79.60000,-4.12000,282.10000
15/06/2013 09:00:00,0.63398,-0.42763,15.24000,79.70000,-4.31300,281.70000
15/06/2013 12:00:00,0.40412,-0.30191,16.19000,72.90000,287.00000,316.40000
15/06/2013 15:00:00,-0.21485,0.80717,16.61000,85.10000,616.66700,339.60000
15/06/2013 18:00:00,0.09174,0.81122,18.24000,77.10000,652.50000,347.90000
15/06/2013 21:00:00,0.36193,0.89156,19.83000,70.40000,204.16700,386.60000
16/06/2013 00:00:00,0.45459,0.86536,19.66000,76.50000,7.52700,394.30000
16/06/2013 03:00:00,0.78273,0.73970,19.00000,78.00000,-0.46800,387.20000
16/06/2013 06:00:00,0.21562,1.01854,18.86000,82.20000,-0.24700,397.40000
16/06/2013 09:00:00,0.21022,1.28908,18.44000,84.90000,-0.77700,377.00000
16/06/2013 12:00:00,1.35229,1.74129,18.19000,93.40000,258.83300,356.10000
16/06/2013 15:00:00,2.00055,0.59620,17.94000,92.80000,268.00000,396.10000
16/06/2013 18:00:00,1.05243,0.62583,17.86000,93.60000,775.66700,380.00000
16/06/2013 21:00:00,0.84219,0.86996,18.57000,90.50000,655.83300,342.70000
17/06/2013 00:00:00,0.47462,1.13384,18.58000,89.10000,131.30000,344.90000
17/06/2013 03:00:00,0.20725,0.53129,18.99000,87.40000,-2.32700,339.40000
17/06/2013 06:00:00,0.89934,0.46391,18.99000,72.90000,-2.28500,320.30000
17/06/2013 09:00:00,0.93189,0.28194,17.68000,88.00000,-2.34200,319.00000
17/06/2013 12:00:00,0.93357,0.46207,17.50000,93.90000,296.33300,325.90000
17/06/2013 15:00:00,0.70081,0.80304,17.84000,93.90000,806.83300,332.20000
17/06/2013 18:00:00,0.46687,0.64484,19.26000,91.00000,965.00000,341.80000
17/06/2013 21:00:00,0.13262,0.90281,20.40000,90.90000,503.00000,353.60000
18/06/2013 00:00:00,1.13605,0.66723,17.60000,91.40000,16.93300,391.80000
18/06/2013 03:00:00,1.23681,-0.03213,16.80000,90.80000,-0.37200,382.00000
18/06/2013 06:00:00,-0.82566,0.72009,17.60000,85.80000,-0.93700,356.00000
18/06/2013 09:00:00,0.57817,0.70775,16.83000,90.20000,-0.68700,376.80000
18/06/2013 12:00:00,-1.45907,-0.75185,16.39000,95.20000,141.83300,342.60000
18/06/2013 15:00:00,-0.98199,-0.27277,16.17000,88.40000,539.66700,351.40000
18/06/2013 18:00:00,-0.99879,0.28685,15.75000,84.80000,975.66700,322.10000
18/06/2013 21:00:00,-0.81228,0.26058,16.92000,80.00000,729.50000,326.80000
19/06/2013 00:00:00,0.01146,0.41179,17.28000,75.80000,132.38300,333.30000
19/06/2013 03:00:00,0.67499,-0.25845,16.81000,81.60000,-3.08200,307.40000
19/06/2013 06:00:00,-1.40138,-1.24193,16.41000,79.40000,-2.45800,295.90000
19/06/2013 09:00:00,-1.44373,-0.94356,16.16000,68.00000,-2.61700,291.50000
19/06/2013 12:00:00,-1.66153,-0.61650,15.85000,75.10000,279.50000,296.30000
19/06/2013 15:00:00,-0.99643,-0.23311,15.47000,80.10000,803.50000,297.50000
19/06/2013 18:00:00,-0.70015,0.46761,15.61000,82.20000,1007.16700,296.40000
19/06/2013 21:00:00,-0.65508,0.69147,16.41000,78.20000,714.50000,305.80000
20/06/2013 00:00:00,-0.38609,0.52222,17.19000,65.40000,129.36700,287.80000
20/06/2013 03:00:00,-0.34142,0.20573,17.08000,67.70000,-3.09200,295.30000
20/06/2013 06:00:00,-0.41252,-0.23772,16.87000,75.90000,-3.44300,289.40000
20/06/2013 09:00:00,-0.85120,-0.08625,16.36000,80.90000,-4.72800,285.40000
20/06/2013 12:00:00,-0.75585,0.27939,17.24000,79.30000,285.66700,293.80000
20/06/2013 15:00:00,-0.69050,0.29276,16.01000,88.00000,813.83300,298.50000
20/06/2013 18:00:00,-0.24545,0.46629,18.10000,69.20000,995.50000,309.40000
20/06/2013 21:00:00,-0.08582,0.57755,18.89000,62.40000,682.66700,342.60000
21/06/2013 00:00:00,0.26199,0.46805,19.16000,69.10000,134.00000,318.60000
21/06/2013 03:00:00,-0.60179,-0.05946,18.85000,74.50000,-3.07700,323.60000
21/06/2013 06:00:00,-0.31528,0.36452,18.58000,83.10000,-2.74500,324.20000
21/06/2013 09:00:00,-0.54315,0.14192,18.56000,81.70000,-3.14000,323.90000
21/06/2013 12:00:00,-0.63298,0.61533,18.72000,79.30000,270.83300,379.80000
21/06/2013 15:00:00,-0.72592,0.51779,19.51000,77.00000,746.50000,346.10000
21/06/2013 18:00:00,-0.73955,0.36376,20.39000,84.10000,895.66700,355.10000
21/06/2013 21:00:00,-0.84413,0.35666,21.09000,84.20000,494.33300,365.30000
22/06/2013 00:00:00,-0.93840,0.70713,20.84000,81.70000,75.80000,355.00000
22/06/2013 03:00:00,-0.90664,0.75308,21.26000,80.80000,-1.95700,349.90000
22/06/2013 06:00:00,-0.23997,1.26833,21.08000,80.10000,-0.82800,386.30000
22/06/2013 09:00:00,-0.04991,1.30516,20.84000,79.30000,-1.55700,357.60000
22/06/2013 12:00:00,0.36863,1.34224,20.64000,82.20000,245.50000,364.00000
22/06/2013 15:00:00,0.83524,1.29084,20.84000,86.00000,633.50000,374.30000
22/06/2013 18:00:00,0.77255,1.37347,22.03000,84.20000,752.50000,392.20000
22/06/2013 21:00:00,0.37234,0.84766,22.84000,84.00000,448.66700,393.60000
23/06/2013 00:00:00,0.23627,0.72000,23.46000,83.70000,52.30000,389.20000
23/06/2013 03:00:00,0.67948,0.43011,21.72000,83.90000,-1.42200,375.70000
23/06/2013 06:00:00,0.85975,0.70691,21.31000,88.20000,-1.05200,384.20000
23/06/2013 09:00:00,0.36886,0.89052,21.28000,89.50000,-1.33800,376.90000
23/06/2013 12:00:00,0.30990,1.16821,21.16000,89.80000,92.46700,397.90000
23/06/2013 15:00:00,0.79106,1.10319,21.51000,87.80000,751.33300,364.20000
23/06/2013 18:00:00,0.96083,1.06622,22.64000,84.20000,1017.83300,386.30000
23/06/2013 21:00:00,0.66044,0.91862,25.19000,73.80000,624.50000,382.80000
24/06/2013 00:00:00,0.20702,0.65850,23.72000,84.10000,98.25000,418.50000
24/06/2013 03:00:00,0.16821,1.09437,23.38000,83.80000,-1.51800,387.80000
24/06/2013 06:00:00,0.77029,0.97421,22.13000,84.80000,-0.91200,390.20000
24/06/2013 09:00:00,1.19189,0.98001,21.01000,92.00000,-2.17200,352.90000
24/06/2013 12:00:00,0.90128,0.96973,21.07000,90.60000,312.00000,361.30000
24/06/2013 15:00:00,1.29107,0.94129,21.66000,87.50000,762.50000,365.20000
24/06/2013 18:00:00,0.78983,1.27815,22.94000,84.90000,942.16700,365.90000
24/06/2013 21:00:00,0.43720,0.77426,24.79000,82.70000,625.00000,378.30000
25/06/2013 00:00:00,0.42324,0.86414,23.72000,82.60000,96.56700,397.90000
25/06/2013 03:00:00,0.25357,0.96559,23.97000,83.40000,-0.87700,383.80000
25/06/2013 06:00:00,0.69579,1.22860,23.45000,83.90000,-0.75800,400.40000
25/06/2013 09:00:00,1.00501,1.30300,22.24000,86.10000,-1.44200,360.50000
25/06/2013 12:00:00,1.68661,0.49806,21.36000,88.60000,95.58300,397.50000
25/06/2013 15:00:00,1.25271,0.87794,21.09000,92.60000,702.83300,381.60000
25/06/2013 18:00:00,0.96375,0.58839,21.95000,90.90000,588.00000,400.60000
25/06/2013 21:00:00,-0.10562,0.48986,21.49000,86.30000,37.71700,402.90000
26/06/2013 00:00:00,-0.05418,0.63129,20.71000,94.70000,12.13000,407.90000
26/06/2013 03:00:00,0.24003,1.14568,21.23000,91.00000,-0.86700,406.50000
26/06/2013 06:00:00,1.50964,0.52332,20.73000,93.40000,-0.84000,402.30000
26/06/2013 09:00:00,0.36390,1.07127,20.63000,91.70000,-0.73000,391.40000
26/06/2013 12:00:00,1.03657,0.68609,20.57000,94.30000,155.83300,374.30000
26/06/2013 15:00:00,1.18395,0.79002,20.89000,90.60000,810.00000,361.00000
26/06/2013 18:00:00,0.86202,0.89561,21.35000,92.20000,955.16700,360.10000
26/06/2013 21:00:00,0.32727,1.02601,22.40000,90.00000,512.33300,377.70000
27/06/2013 00:00:00,0.29417,0.64406,22.85000,88.40000,118.26700,368.20000
27/06/2013 03:00:00,-0.57634,-0.06253,22.40000,89.00000,-0.62300,404.10000
27/06/2013 06:00:00,-0.42322,0.23459,21.44000,95.40000,-0.88200,408.50000
27/06/2013 09:00:00,-0.35975,-0.09224,21.11000,96.30000,-0.49800,410.60000
27/06/2013 12:00:00,-0.56080,0.68499,20.81000,97.80000,37.15000,410.90000
27/06/2013 15:00:00,-0.80925,-0.73600,20.50000,95.50000,434.83300,394.40000
27/06/2013 18:00:00,-0.78854,-0.35422,20.79000,85.50000,709.00000,369.60000
27/06/2013 21:00:00,0.24747,-0.42741,21.91000,81.40000,653.50000,353.10000
28/06/2013 00:00:00,0.65465,0.40115,21.48000,90.30000,12.20700,396.20000
28/06/2013 03:00:00,0.35661,-0.24422,21.07000,93.50000,-1.69000,388.40000
28/06/2013 06:00:00,0.15640,0.25763,20.92000,94.80000,-1.06500,404.70000
28/06/2013 09:00:00,0.64015,0.40707,21.12000,89.50000,-1.03500,394.50000
28/06/2013 12:00:00,0.50808,-0.29220,21.22000,90.60000,195.50000,419.80000
28/06/2013 15:00:00,-0.58399,0.21475,21.11000,87.70000,796.00000,354.40000
28/06/2013 18:00:00,0.61340,-0.22731,21.71000,85.30000,850.66700,367.70000
28/06/2013 21:00:00,0.59023,-0.13162,20.50000,81.20000,636.83300,378.60000
29/06/2013 00:00:00,-0.37785,0.74244,21.00000,83.50000,43.63300,387.00000
29/06/2013 03:00:00,0.47939,-0.29213,20.37000,85.80000,-1.03800,389.50000
29/06/2013 06:00:00,-0.21681,-0.87893,19.84000,87.90000,-1.73200,392.20000
29/06/2013 09:00:00,-0.34123,-0.93998,19.08000,90.40000,-0.76500,393.60000
29/06/2013 12:00:00,-0.38069,-0.52720,19.79000,86.50000,107.55000,388.90000
29/06/2013 15:00:00,-0.09076,-0.16121,19.67000,85.90000,276.50000,397.40000
29/06/2013 18:00:00,0.19130,0.78108,20.46000,80.00000,1055.16700,356.50000
29/06/2013 21:00:00,0.72515,0.47867,21.33000,77.10000,313.33300,363.40000
30/06/2013 00:00:00,0.86996,-0.82007,21.72000,74.90000,111.65000,382.80000
30/06/2013 03:00:00,-0.65828,-1.26196,20.68000,78.30000,-1.58000,367.30000
30/06/2013 06:00:00,-0.81891,-1.44043,20.59000,77.30000,-1.31300,361.50000
30/06/2013 09:00:00,-0.57043,-0.86262,19.56000,74.50000,-1.22500,359.40000
30/06/2013 12:00:00,-0.97798,-1.01609,19.34000,79.10000,88.30000,364.30000
30/06/2013 15:00:00,-1.08683,-0.51395,19.19000,80.70000,394.83300,360.20000
30/06/2013 18:00:00,-0.06277,0.34094,19.47000,80.40000,820.66700,342.00000
30/06/2013 21:00:00,0.22762,0.08284,20.06000,81.10000,669.16700,341.90000
01/07/2013 00:00:00,0.15364,0.25378,20.48000,78.70000,78.78300,347.20000
01/07/2013 03:00:00,0.33271,-0.47982,20.90000,81.40000,-1.86800,352.70000
01/07/2013 06:00:00,-1.09053,-1.23158,20.51000,83.90000,-1.25800,365.40000
01/07/2013 09:00:00,-1.52655,-1.47907,20.21000,84.60000,-0.92300,369.00000
01/07/2013 12:00:00,-1.81221,-1.49132,19.89000,79.70000,60.30000,380.20000
01/07/2013 15:00:00,-1.57620,-1.36102,19.62000,84.40000,178.50000,381.00000
01/07/2013 18:00:00,-1.60666,-1.36989,19.80000,82.00000,214.66700,395.40000
01/07/2013 21:00:00,-1.61370,-1.05465,19.58000,84.80000,71.71700,401.40000
02/07/2013 00:00:00,-1.76240,-0.77155,19.44000,78.80000,18.71700,382.30000
02/07/2013 03:00:00,-2.04088,-0.92394,19.45000,84.10000,-0.21000,399.60000
02/07/2013 06:00:00,-2.45510,-0.84992,18.94000,87.20000,-0.24000,398.40000
02/07/2013 09:00:00,-1.91947,-0.70223,18.09000,89.60000,-0.28800,393.60000
02/07/2013 12:00:00,-1.62674,-0.69688,18.25000,91.00000,37.55000,397.00000
02/07/2013 15:00:00,-1.12384,-0.70291,18.25000,93.90000,156.00000,399.70000
02/07/2013 18:00:00,-0.58203,-0.40467,18.52000,91.40000,603.50000,391.50000
02/07/2013 21:00:00,-0.32267,-0.57479,18.83000,90.50000,658.66700,351.10000
03/07/2013 00:00:00,-0.56488,0.04138,19.24000,90.70000,81.91700,371.80000
03/07/2013 03:00:00,-0.94430,0.57813,19.32000,93.10000,-1.40200,381.20000
03/07/2013 06:00:00,-0.70236,-0.39048,19.78000,92.80000,-1.40800,383.50000
03/07/2013 09:00:00,-0.76444,-0.08999,19.67000,95.30000,-1.62000,361.50000
03/07/2013 12:00:00,-0.83291,0.28486,19.92000,94.40000,183.33300,389.90000
03/07/2013 15:00:00,-0.40262,0.54696,20.96000,91.60000,721.16700,406.10000
03/07/2013 18:00:00,-0.38508,0.12725,24.55000,77.70000,934.16700,380.10000
03/07/2013 21:00:00,-0.36307,0.09271,23.93000,85.10000,407.66700,388.60000
04/07/2013 00:00:00,-0.78661,0.61068,22.47000,93.10000,60.23300,388.40000
04/07/2013 03:00:00,-0.65809,0.93325,21.93000,92.50000,-0.92000,397.20000
04/07/2013 06:00:00,-0.17045,0.76883,21.73000,89.60000,-0.54800,407.30000
04/07/2013 09:00:00,0.77763,0.81604,21.18000,94.60000,-0.67800,408.30000
04/07/2013 12:00:00,0.24831,0.60731,20.71000,97.70000,118.46700,395.40000
04/07/2013 15:00:00,-0.23680,0.79695,20.93000,95.20000,278.66700,393.80000
04/07/2013 18:00:00,0.06745,0.59424,22.60000,89.20000,812.33300,393.60000
04/07/2013 21:00:00,0.00876,0.46881,23.21000,85.60000,207.00000,407.90000
05/07/2013 00:00:00,-0.25862,0.74706,22.41000,93.10000,80.35000,392.70000
05/07/2013 03:00:00,0.30284,0.83423,22.09000,94.40000,-2.03800,374.10000
05/07/2013 06:00:00,0.15385,0.46171,21.81000,95.40000,-0.92800,403.80000
05/07/2013 09:00:00,-0.38862,0.17945,21.12000,94.40000,-0.74300,410.90000
05/07/2013 12:00:00,-0.38132,0.82044,21.28000,94.40000,62.26700,415.60000
05/07/2013 15:00:00,-0.09902,0.94594,21.81000,90.50000,386.33300,404.80000
05/07/2013 18:00:00,0.72019,1.30312,21.23000,93.50000,628.83300,396.50000
05/07/2013 21:00:00,0.79215,0.97162,21.66000,91.60000,626.83300,361.50000
06/07/2013 00:00:00,0.63478,0.53129,21.71000,92.60000,84.33300,379.90000
06/07/2013 03:00:00,0.27005,0.49787,21.66000,93.40000,-2.16000,372.70000
06/07/2013 06:00:00,-0.04716,0.44333,21.91000,90.90000,-1.85200,367.10000
06/07/2013 09:00:00,0.31347,0.62029,21.66000,93.10000,-1.03700,391.00000
06/07/2013 12:00:00,0.28092,0.71663,21.42000,93.70000,104.45000,375.80000
06/07/2013 15:00:00,0.24356,0.76144,21.86000,92.80000,601.33300,376.70000
06/07/2013 18:00:00,0.19772,0.56884,24.02000,80.90000,891.83300,379.60000
06/07/2013 21:00:00,-0.21550,0.11887,23.95000,87.20000,284.33300,415.30000
07/07/2013 00:00:00,-0.69129,-0.23195,22.46000,93.50000,2.63200,420.20000
07/07/2013 03:00:00,-0.52465,0.39398,22.12000,92.50000,-0.91000,381.60000
07/07/2013 06:00:00,0.00515,1.12971,22.04000,94.80000,-1.12700,384.70000
07/07/2013 09:00:00,0.96065,1.06601,21.69000,93.00000,-0.39000,407.50000
07/07/2013 12:00:00,1.03527,1.27086,21.37000,91.10000,86.48300,408.30000
07/07/2013 15:00:00,1.11506,1.54011,21.36000,89.20000,507.33300,410.10000
07/07/2013 18:00:00,1.32159,1.55913,21.58000,89.60000,427.83300,383.80000
07/07/2013 21:00:00,1.34346,1.17868,22.21000,88.30000,326.00000,377.10000
08/07/2013 00:00:00,1.09444,0.94820,22.46000,87.10000,112.20000,367.70000
08/07/2013 03:00:00,0.92907,0.77042,22.07000,88.60000,-1.09800,382.60000
08/07/2013 06:00:00,0.84669,0.33800,21.48000,85.70000,-1.21700,374.30000
08/07/2013 09:00:00,0.80507,0.22363,21.40000,93.30000,-1.34500,374.60000
08/07/2013 12:00:00,0.53192,0.54671,21.47000,90.10000,216.50000,366.70000
08/07/2013 15:00:00,0.89167,1.15011,21.51000,88.80000,585.83300,371.30000
08/07/2013 18:00:00,0.81808,1.11137,22.81000,89.30000,660.33300,399.40000
08/07/2013 21:00:00,0.35094,0.59183,23.20000,90.60000,181.33300,406.10000
09/07/2013 00:00:00,1.42331,-0.17837,20.98000,96.40000,8.61000,410.70000
09/07/2013 03:00:00,-0.10939,1.02445,21.37000,93.90000,-0.21300,411.60000
09/07/2013 06:00:00,0.01594,1.32157,21.68000,93.40000,-0.80000,406.80000
09/07/2013 09:00:00,0.25323,1.35996,21.68000,94.60000,-0.77500,396.00000
09/07/2013 12:00:00,0.11447,0.84506,21.94000,94.90000,74.38300,420.40000
09/07/2013 15:00:00,0.10561,0.53269,22.16000,96.30000,192.83300,423.50000
09/07/2013 18:00:00,0.13043,0.59419,22.12000,97.90000,246.33300,426.60000
09/07/2013 21:00:00,0.48588,0.88957,23.35000,93.20000,625.66700,374.80000
10/07/2013 00:00:00,0.36239,0.76058,23.49000,94.10000,74.75000,396.80000
10/07/2013 03:00:00,1.04829,1.53208,22.96000,94.00000,-0.71300,408.10000
10/07/2013 06:00:00,1.28661,1.20378,22.59000,92.70000,-0.39800,409.40000
10/07/2013 09:00:00,1.59914,1.34179,20.46000,96.20000,-0.39200,414.10000
10/07/2013 12:00:00,1.04149,1.64989,22.77000,92.10000,121.21700,421.20000
10/07/2013 15:00:00,0.82869,1.25430,23.32000,92.50000,746.50000,384.30000
10/07/2013 18:00:00,0.92063,0.86066,23.86700,91.80000,335.41700,409.93700
10/07/2013 21:00:00,1.34719,0.78601,22.86000,81.00000,8.36300,407.20000
11/07/2013 00:00:00,1.24944,-0.31869,22.31000,82.50000,130.33300,382.20000
11/07/2013 03:00:00,0.25322,-1.07046,22.24000,76.50000,-0.56500,408.80000
11/07/2013 06:00:00,0.13354,-1.23586,21.38000,74.50000,-0.71500,400.00000
11/07/2013 09:00:00,0.15012,-0.62529,20.73000,69.90000,-1.52700,368.40000
11/07/2013 12:00:00,0.81059,-0.39744,20.13000,70.80000,152.50000,365.10000
11/07/2013 15:00:00,0.54495,-0.67640,19.62000,71.10000,794.50000,323.10000
11/07/2013 18:00:00,0.52034,-0.60363,20.43000,61.90000,968.00000,329.00000
11/07/2013 21:00:00,0.84620,-0.35961,21.72000,62.90000,639.00000,368.20000
12/07/2013 00:00:00,0.88403,-1.83573,22.21000,65.50000,135.16700,350.10000
12/07/2013 03:00:00,0.56414,-1.60367,20.47000,67.70000,-2.37500,327.00000
12/07/2013 06:00:00,-0.86533,-1.39770,19.88000,82.00000,-1.07500,371.50000
12/07/2013 09:00:00,-1.49047,-0.62975,20.80000,87.20000,-2.02500,333.70000
12/07/2013 12:00:00,-1.26411,-0.74319,20.64000,84.30000,228.83300,333.60000
12/07/2013 15:00:00,-0.78917,-0.53086,20.29000,85.10000,757.83300,336.20000
12/07/2013 18:00:00,-0.86444,0.18037,20.74000,84.40000,973.33300,341.90000
12/07/2013 21:00:00,-1.48680,0.29094,21.74000,77.90000,275.83300,348.30000
13/07/2013 00:00:00,-1.52977,-0.19559,22.20000,77.20000,135.16700,341.50000
13/07/2013 03:00:00,-1.71098,0.05760,21.97000,84.00000,-1.59200,355.20000
13/07/2013 06:00:00,-1.70911,0.19328,21.72000,84.60000,-2.21200,332.30000
13/07/2013 09:00:00,-0.96434,-1.13767,21.02000,77.40000,-2.46500,332.20000
13/07/2013 12:00:00,-1.74322,-0.58974,21.38000,82.80000,233.33300,344.20000
13/07/2013 15:00:00,-1.61507,0.13656,21.50000,82.50000,757.50000,350.30000
13/07/2013 18:00:00,-1.28959,0.50056,21.49000,87.80000,956.00000,361.10000
13/07/2013 21:00:00,-0.63846,0.33879,21.97000,85.70000,668.66700,362.00000
14/07/2013 00:00:00,-0.41414,-0.17173,22.40000,84.70000,124.11700,358.40000
14/07/2013 03:00:00,-0.47765,-0.42972,22.33000,89.30000,-2.12300,362.50000
14/07/2013 06:00:00,-0.81275,-0.08542,23.61000,79.70000,-1.36800,367.20000
14/07/2013 09:00:00,-0.78920,-0.03544,22.05000,91.50000,-2.04000,365.40000
14/07/2013 12:00:00,-1.00249,0.03376,22.39000,89.70000,230.16700,371.90000
14/07/2013 15:00:00,-0.95674,0.17896,22.81000,89.90000,747.33300,377.10000
14/07/2013 18:00:00,-0.70156,0.01225,23.36000,90.20000,905.00000,385.90000
14/07/2013 21:00:00,-0.33484,-0.15546,23.65000,89.70000,640.66700,384.70000
15/07/2013 00:00:00,-0.29573,0.18927,23.88000,89.10000,117.10000,385.50000
15/07/2013 03:00:00,-0.15587,-0.07324,23.92000,88.40000,-1.73000,389.20000
15/07/2013 06:00:00,-0.31293,-0.43223,23.49000,93.40000,-1.98800,389.60000
15/07/2013 09:00:00,-0.38806,-0.35976,23.56000,93.40000,-2.02700,389.80000
15/07/2013 12:00:00,-0.32746,-0.17639,23.87000,92.10000,121.21700,419.30000
15/07/2013 15:00:00,-0.46232,0.23315,24.25000,90.20000,474.16700,425.00000
15/07/2013 18:00:00,0.32737,0.19837,25.52000,84.80000,727.83300,419.90000
15/07/2013 21:00:00,0.33937,0.34881,27.10000,76.10000,647.16700,394.10000
16/07/2013 00:00:00,0.19381,-0.08370,26.83000,86.80000,109.11700,458.80000
16/07/2013 03:00:00,-0.23855,0.12042,25.48000,93.00000,-1.91800,433.60000
16/07/2013 06:00:00,-0.08737,0.12702,25.66000,88.90000,-1.79800,433.10000
16/07/2013 09:00:00,-0.18023,0.08987,25.03000,97.20000,-0.82500,431.70000
16/07/2013 12:00:00,-0.17322,-0.29547,25.50000,92.40000,211.33300,431.90000
16/07/2013 15:00:00,-0.19020,0.04299,25.80000,89.90000,488.16700,420.80000
16/07/2013 18:00:00,0.35756,0.46160,26.81000,82.70000,842.66700,440.60000
16/07/2013 21:00:00,0.94969,0.42661,27.61000,83.50000,591.50000,411.00000
17/07/2013 00:00:00,0.72854,0.50294,27.07000,87.10000,29.10000,404.20000
17/07/2013 03:00:00,0.51181,0.25279,26.67000,91.80000,-1.89300,403.70000
17/07/2013 06:00:00,0.09824,0.56260,26.40000,95.30000,-1.77300,407.10000
17/07/2013 09:00:00,0.62945,0.32967,26.61000,89.60000,-1.12300,415.00000
17/07/2013 12:00:00,0.66888,-0.02753,26.27000,89.40000,231.33300,398.60000
17/07/2013 15:00:00,0.67348,0.47794,26.56000,86.20000,741.50000,401.50000
17/07/2013 18:00:00,0.92753,0.94465,26.88000,89.60000,912.33300,403.10000
17/07/2013 21:00:00,1.29096,0.92246,27.45000,87.70000,630.00000,403.10000
18/07/2013 00:00:00,1.13581,0.02595,27.74000,84.60000,110.18300,405.80000
18/07/2013 03:00:00,0.94720,0.22159,27.49000,86.00000,-1.36700,409.20000
18/07/2013 06:00:00,0.64252,0.24146,26.65000,92.80000,-1.78800,403.40000
18/07/2013 09:00:00,0.88007,0.01902,26.56000,90.30000,-1.72200,402.40000
18/07/2013 12:00:00,0.77268,-0.23552,26.52000,86.40000,224.16700,408.60000
18/07/2013 15:00:00,0.59553,0.18315,26.49000,87.20000,749.83300,394.20000
18/07/2013 18:00:00,0.85443,0.65281,27.02000,87.80000,923.00000,396.30000
18/07/2013 21:00:00,1.12527,1.02597,28.13000,80.40000,626.00000,402.30000
19/07/2013 00:00:00,0.52082,1.04024,27.94000,87.30000,25.40000,405.50000
19/07/2013 03:00:00,0.74438,0.77018,28.50000,82.70000,-1.65500,411.00000
19/07/2013 06:00:00,1.05936,0.99780,28.10000,83.60000,-1.53800,405.90000
19/07/2013 09:00:00,1.39252,1.07405,27.26000,84.80000,-1.62300,393.80000
19/07/2013 12:00:00,1.47619,1.18024,26.64000,85.60000,218.16700,399.00000
19/07/2013 15:00:00,1.51749,1.40216,26.53000,85.30000,739.83300,400.20000
19/07/2013 18:00:00,1.60885,1.68692,27.40000,83.00000,915.83300,401.20000
19/07/2013 21:00:00,1.37560,1.68725,28.14000,76.50000,618.00000,400.10000
20/07/2013 00:00:00,1.37463,2.10908,27.88000,81.50000,87.71700,410.00000
20/07/2013 03:00:00,1.51030,2.09517,22.38000,95.20000,-0.20700,422.90000
20/07/2013 06:00:00,0.93248,2.69725,22.40000,89.00000,-0.25500,423.30000
20/07/2013 09:00:00,1.37082,2.22658,22.07000,93.40000,-2.78800,415.10000
20/07/2013 12:00:00,1.79510,1.77139,23.35000,88.90000,6.28500,415.90000
20/07/2013 15:00:00,1.32126,-0.51033,23.31000,88.60000,86.31700,423.70000
20/07/2013 18:00:00,0.74884,0.37065,24.17000,87.20000,736.66700,388.10000
20/07/2013 21:00:00,0.64622,0.16941,24.78000,82.20000,511.83300,373.10000
21/07/2013 00:00:00,0.09615,0.25586,24.68800,80.50000,104.02800,373.30900
21/07/2013 03:00:00,0.38844,-0.77505,24.37000,84.20000,-5.62500,372.10000
21/07/2013 06:00:00,-0.52329,-1.25891,24.00000,89.50000,-4.73500,385.30000
21/07/2013 09:00:00,-1.02018,-1.01510,23.14000,72.30000,-4.79500,374.70000
21/07/2013 12:00:00,-0.79348,-0.88125,23.34000,66.50000,166.83300,358.80000
21/07/2013 15:00:00,-0.83110,-0.58556,22.88000,68.80000,775.00000,369.30000
21/07/2013 18:00:00,-0.42196,-0.16947,22.67000,72.00000,921.33300,358.80000
21/07/2013 21:00:00,-0.15376,-0.01113,22.99000,75.50000,658.50000,348.70000
22/07/2013 00:00:00,-0.23451,0.20696,23.50000,70.40000,89.65000,369.10000
22/07/2013 03:00:00,-0.67309,0.03808,23.43000,72.40000,-6.98300,346.70000
22/07/2013 06:00:00,-1.02881,-0.07667,23.45000,80.80000,-6.89000,354.30000
22/07/2013 09:00:00,-0.89290,-0.48962,23.59000,79.80000,-6.29700,379.70000
22/07/2013 12:00:00,-1.41878,0.21143,23.67000,75.90000,126.05000,384.60000
22/07/2013 15:00:00,-1.19594,-0.42071,23.77000,75.80000,118.81700,399.90000
22/07/2013 18:00:00,-1.30498,0.05426,23.67000,79.00000,321.33300,402.60000
22/07/2013 21:00:00,-1.22408,-0.21637,23.56000,86.60000,99.71700,405.60000
23/07/2013 00:00:00,-0.83440,0.50277,22.44000,80.20000,-1.49700,416.60000
23/07/2013 03:00:00,-0.75210,0.34578,22.19000,88.30000,-6.87500,372.70000
23/07/2013 06:00:00,0.38290,-0.10037,23.12000,83.30000,-6.53800,361.80000
23/07/2013 09:00:00,0.32710,-0.18453,23.43000,73.00000,-6.39300,355.00000
23/07/2013 12:00:00,1.03871,0.35525,23.31000,80.50000,201.66700,358.80000
23/07/2013 15:00:00,1.29334,1.02413,23.26000,84.50000,287.33300,411.50000
23/07/2013 18:00:00,1.61050,0.84776,23.43000,83.60000,502.50000,401.10000
23/07/2013 21:00:00,1.01563,0.34977,23.78000,84.60000,374.50000,376.00000
24/07/2013 00:00:00,0.56430,-2.11663,22.57000,80.90000,80.96700,378.40000
24/07/2013 03:00:00,0.39092,-2.60079,20.28000,75.90000,-3.71500,360.80000
24/07/2013 06:00:00,0.78583,-1.80315,19.14000,68.10000,-4.45300,314.50000
24/07/2013 09:00:00,0.59663,-1.93133,18.28000,71.30000,-4.45700,315.00000
24/07/2013 12:00:00,-0.63453,-1.83947,17.22000,66.10000,93.46700,369.90000
24/07/2013 15:00:00,0.05917,-1.20549,16.66000,67.20000,655.16700,353.60000
