ISOTime,Wx,Wy,Atemp,Rel_Hum,Sol_Rad,LW_Net
20/05/2013 15:00:00,-0.40674,0.17285,14.44000,92.80000,779.66700,350.60000
20/05/2013 18:00:00,-0.52481,0.08849,15.16000,91.90000,913.66700,362.50000
20/05/2013 21:00:00,-0.83680,0.21011,17.90000,86.80000,593.83300,362.00000
21/05/2013 00:00:00,-0.50557,0.64489,17.19000,87.60000,50.40000,388.30000
21/05/2013 03:00:00,-0.65680,-0.01364,15.98000,90.40000,-0.65300,384.00000
21/05/2013 06:00:00,-0.74903,0.16736,15.53000,94.00000,-0.30700,363.00000
21/05/2013 09:00:00,0.65121,0.73420,13.97000,97.30000,-0.16700,370.70000
21/05/2013 12:00:00,-0.04681,1.23717,14.76000,97.20000,146.50000,363.90000
21/05/2013 15:00:00,0.19035,1.27363,14.44000,94.30000,503.83300,355.60000
21/05/2013 18:00:00,0.27307,1.35073,16.05000,83.80000,945.00000,356.00000
21/05/2013 21:00:00,0.39171,0.73522,19.73000,73.60000,586.00000,367.30000
22/05/2013 00:00:00,0.08294,0.77670,18.71000,72.40000,37.96700,386.30000
22/05/2013 03:00:00,-0.08891,1.33510,17.37000,77.00000,-0.72200,366.00000
22/05/2013 06:00:00,0.62665,1.21484,14.56000,88.90000,-2.17300,359.50000
22/05/2013 09:00:00,0.44803,1.05672,14.94000,89.50000,-0.42500,364.30000
22/05/2013 12:00:00,0.53693,1.22287,15.36000,88.80000,81.88300,380.80000
22/05/2013 15:00:00,0.47193,1.21281,15.03000,88.50000,701.66700,347.30000
22/05/2013 18:00:00,-0.16782,1.03453,16.53000,85.20000,743.00000,373.50000
22/05/2013 21:00:00,0.46431,0.63296,17.63000,77.40000,608.50000,350.30000
23/05/2013 00:00:00,1.10816,0.93772,16.06000,83.30000,28.75000,385.20000
23/05/2013 03:00:00,0.61036,1.17010,15.27000,91.90000,-0.98200,364.80000
23/05/2013 06:00:00,0.58268,1.53894,16.29000,84.60000,-1.03200,349.40000
23/05/2013 09:00:00,1.13725,0.90847,14.83000,91.50000,-0.98200,358.20000
23/05/2013 12:00:00,0.74574,0.81654,14.42000,97.40000,274.66700,370.90000
23/05/2013 15:00:00,0.91195,1.00106,14.33000,93.10000,562.00000,355.90000
23/05/2013 18:00:00,1.29737,-1.21789,11.80000,90.70000,463.16700,343.00000
23/05/2013 21:00:00,1.19489,-1.79072,8.44000,88.60000,64.48300,349.60000
24/05/2013 00:00:00,0.55680,-2.82057,7.21900,88.80000,6.83200,336.00000
24/05/2013 03:00:00,0.67897,-2.63447,6.81500,87.10000,-0.46500,332.80000
24/05/2013 06:00:00,0.18918,-2.58225,7.21300,76.20000,-0.65500,303.50000
24/05/2013 09:00:00,0.20796,-2.37703,6.31600,77.20000,-1.68800,244.40000
24/05/2013 12:00:00,-0.97463,2.15057,5.91600,72.70000,50.33300,321.90000
24/05/2013 15:00:00,0.33458,-2.08443,5.55700,69.40000,216.00000,319.40000
24/05/2013 18:00:00,0.90463,-1.60513,6.22400,67.00000,714.83300,313.00000
24/05/2013 21:00:00,1.29155,-1.89775,7.13700,64.10000,580.33300,253.90000
25/05/2013 00:00:00,0.94413,-1.44070,7.71100,63.00000,97.46700,243.60000
25/05/2013 03:00:00,0.60025,-1.55036,6.92100,59.60000,-2.45700,237.30000
25/05/2013 06:00:00,0.30043,-1.64388,6.06200,75.30000,-2.30800,241.40000
25/05/2013 09:00:00,0.69130,-1.62670,6.85200,77.10000,-2.41200,244.80000
25/05/2013 12:00:00,0.64073,-1.78575,7.35200,70.40000,300.50000,250.00000
25/05/2013 15:00:00,0.75042,-0.95556,8.40000,66.10000,826.66700,258.80000
25/05/2013 18:00:00,0.98989,-0.93704,10.03000,72.80000,974.00000,265.90000
25/05/2013 21:00:00,0.93034,-1.52241,11.19000,64.80000,630.16700,274.40000
26/05/2013 00:00:00,0.90915,-1.41539,10.77000,66.10000,68.63300,257.10000
26/05/2013 03:00:00,0.55416,-1.39657,9.64000,59.60000,-2.86300,240.40000
26/05/2013 06:00:00,0.76531,-1.46272,7.53000,76.70000,-2.43200,243.70000
26/05/2013 09:00:00,0.74060,-1.47010,8.06000,78.30000,-2.54800,248.90000
26/05/2013 12:00:00,0.85045,-1.20922,8.84000,74.40000,302.00000,255.40000
26/05/2013 15:00:00,0.54842,-0.20039,9.55000,67.60000,850.83300,261.20000
26/05/2013 18:00:00,0.74506,0.97517,10.85000,70.50000,898.16700,277.40000
26/05/2013 21:00:00,1.23121,0.83868,11.84000,75.30000,639.16700,290.70000
27/05/2013 00:00:00,0.93386,0.28976,11.53000,79.00000,38.46700,286.10000
27/05/2013 03:00:00,0.52424,-0.92033,10.90000,83.50000,-3.59800,268.80000
27/05/2013 06:00:00,0.11188,-0.64707,9.79000,82.50000,-4.38300,256.20000
27/05/2013 09:00:00,0.03635,0.30115,9.61000,75.90000,-4.35700,253.30000
27/05/2013 12:00:00,-0.71907,-0.03649,10.23000,79.00000,330.50000,289.70000
27/05/2013 15:00:00,-0.64830,0.27487,12.30000,81.00000,735.16700,276.60000
27/05/2013 18:00:00,-0.71225,0.13538,11.40000,84.80000,180.00000,349.40000
27/05/2013 21:00:00,-0.17246,0.18022,11.72000,85.10000,144.16700,357.60000
28/05/2013 00:00:00,-0.67401,0.49099,11.19000,75.00000,15.30000,353.30000
28/05/2013 03:00:00,-0.97318,0.44008,11.20000,93.60000,-0.30300,364.00000
28/05/2013 06:00:00,-1.68668,0.60758,11.77000,90.90000,-0.30800,368.80000
28/05/2013 09:00:00,-1.49352,0.36513,12.35000,95.10000,-0.12800,373.00000
28/05/2013 12:00:00,-0.51892,0.26767,12.86000,92.90000,54.90000,380.80000
28/05/2013 15:00:00,-0.54298,0.14259,13.31000,96.30000,298.16700,372.40000
28/05/2013 18:00:00,-0.33180,0.03195,13.87000,92.60000,662.16700,377.20000
28/05/2013 21:00:00,-1.30699,0.49239,13.61000,94.70000,210.33300,385.60000
29/05/2013 00:00:00,-1.18958,0.25129,14.41000,96.10000,19.85000,389.80000
29/05/2013 03:00:00,-0.58920,1.07875,13.48000,98.80000,-0.40000,353.80000
29/05/2013 06:00:00,-0.25828,1.65750,16.33000,79.40000,-0.12300,388.60000
29/05/2013 09:00:00,1.39995,1.22928,15.13000,83.40000,-0.29300,367.50000
29/05/2013 12:00:00,0.89533,1.09536,14.53000,84.30000,88.08300,380.90000
29/05/2013 15:00:00,0.89159,1.05185,14.46000,85.20000,719.16700,365.10000
29/05/2013 18:00:00,0.98093,1.18393,15.26000,85.20000,917.00000,350.60000
29/05/2013 21:00:00,1.03771,0.98066,15.87000,82.50000,610.83300,355.90000
30/05/2013 00:00:00,0.77829,0.58497,15.35000,84.90000,81.46700,360.00000
30/05/2013 03:00:00,0.49559,0.42828,15.61000,88.30000,-0.21200,396.00000
30/05/2013 06:00:00,0.42302,0.36865,15.98000,87.00000,-1.08000,348.50000
30/05/2013 09:00:00,0.60176,0.83627,14.79000,87.90000,-0.95000,339.30000
30/05/2013 12:00:00,0.14917,0.40566,15.17000,89.30000,206.66700,366.20000
30/05/2013 15:00:00,0.30514,0.37555,15.73000,89.10000,652.33300,368.80000
30/05/2013 18:00:00,0.18964,0.40625,17.87000,84.60000,800.66700,380.10000
30/05/2013 21:00:00,-0.51578,0.87064,19.35000,79.20000,605.50000,387.10000
31/05/2013 00:00:00,-0.70188,0.50461,18.76000,76.90000,53.81700,377.70000
31/05/2013 03:00:00,-0.17716,0.93842,18.15000,77.70000,-0.52000,364.20000
31/05/2013 06:00:00,0.04439,0.92004,16.70000,85.80000,-1.32700,350.70000
31/05/2013 09:00:00,-0.08705,1.14252,15.94000,88.40000,-0.96200,346.00000
31/05/2013 12:00:00,-0.21862,1.27388,16.44000,84.30000,285.50000,346.10000
31/05/2013 15:00:00,0.10964,1.29676,17.94000,81.80000,713.83300,363.60000
31/05/2013 18:00:00,-0.21504,0.88594,18.61000,80.60000,499.33300,403.90000
31/05/2013 21:00:00,0.75151,1.08282,17.61000,89.30000,119.66700,388.60000
01/06/2013 00:00:00,-0.03634,0.92985,15.34000,97.80000,4.04500,388.50000
01/06/2013 03:00:00,-0.30581,1.23092,15.79000,97.90000,-0.17000,364.60000
01/06/2013 06:00:00,0.00594,1.29915,15.71000,97.40000,-0.43700,354.30000
01/06/2013 09:00:00,-0.55011,0.95833,17.03000,91.90000,-0.10000,375.70000
01/06/2013 12:00:00,0.07165,0.93949,15.60000,89.20000,178.00000,360.60000
01/06/2013 15:00:00,-0.27155,0.99356,17.22000,87.20000,613.66700,377.90000
01/06/2013 18:00:00,0.99072,0.98170,15.03000,91.60000,354.66700,391.80000
01/06/2013 21:00:00,0.73940,0.68721,16.75000,83.90000,412.33300,388.70000
02/06/2013 00:00:00,0.88500,0.30679,16.03000,88.00000,15.78300,398.10000
02/06/2013 03:00:00,-0.03225,1.21207,15.40000,98.60000,0.07200,388.30000
02/06/2013 06:00:00,-0.24811,1.08078,15.32000,99.30000,-0.09000,378.90000
02/06/2013 09:00:00,0.69033,1.82787,15.92000,97.00000,-0.73800,338.30000
02/06/2013 12:00:00,1.36363,1.52846,15.55000,92.30000,116.21700,345.10000
02/06/2013 15:00:00,1.73979,1.65927,14.79000,92.00000,819.16700,321.90000
02/06/2013 18:00:00,1.53678,1.54188,15.28000,87.30000,959.50000,325.80000
02/06/2013 21:00:00,1.66570,0.95434,15.61000,87.90000,410.33300,369.80000
03/06/2013 00:00:00,0.36983,-1.37790,14.72000,88.40000,100.45000,320.20000
03/06/2013 03:00:00,0.53936,-1.58344,13.38000,87.40000,-0.53300,360.80000
03/06/2013 06:00:00,0.37839,-1.82110,11.88000,77.40000,-0.30000,359.00000
03/06/2013 09:00:00,0.15200,-1.40150,11.28000,80.20000,-0.54500,350.40000
03/06/2013 12:00:00,0.38157,-0.97106,10.76000,75.00000,302.66700,298.80000
03/06/2013 15:00:00,0.52469,-0.40539,10.65000,66.90000,848.83300,266.90000
03/06/2013 18:00:00,0.66738,0.76068,11.17000,68.00000,1018.00000,266.30000
03/06/2013 21:00:00,1.00666,0.73587,12.98000,65.20000,610.50000,334.30000
04/06/2013 00:00:00,0.63718,0.85440,13.34000,68.20000,85.71700,315.90000
04/06/2013 03:00:00,0.81318,0.89189,13.22000,74.20000,-3.04800,278.70000
04/06/2013 06:00:00,0.88607,-0.07417,13.56000,78.80000,-2.90700,282.90000
04/06/2013 09:00:00,-0.25623,0.95799,12.96000,87.60000,-3.07500,285.00000
04/06/2013 12:00:00,-0.15681,-1.13281,12.53000,77.00000,286.66700,280.70000
04/06/2013 15:00:00,0.20184,-0.63829,12.13000,65.40000,867.66700,280.60000
04/06/2013 18:00:00,0.37703,0.79299,12.58000,65.80000,1001.66700,285.30000
04/06/2013 21:00:00,0.66247,0.77631,14.25000,60.80000,433.50000,341.30000
05/06/2013 00:00:00,0.63862,0.20897,15.07000,58.20000,95.80000,299.60000
05/06/2013 03:00:00,0.49501,-0.34783,13.92000,82.20000,-2.42000,366.20000
05/06/2013 06:00:00,0.00947,0.63160,13.66000,76.90000,-2.30300,309.30000
05/06/2013 09:00:00,-0.95010,-0.30565,13.35000,79.90000,-2.40300,299.90000
05/06/2013 12:00:00,-1.33570,-0.06944,13.53000,90.30000,273.83300,299.80000
05/06/2013 15:00:00,-1.27618,-0.33401,13.39000,92.20000,790.33300,294.30000
05/06/2013 18:00:00,-0.86080,-0.11625,13.75000,85.00000,991.00000,300.30000
05/06/2013 21:00:00,-1.16040,-0.04052,14.51000,75.30000,677.83300,298.60000
06/06/2013 00:00:00,-1.07556,-0.58168,15.08000,79.10000,49.46700,304.30000
06/06/2013 03:00:00,-1.25120,-1.18142,14.70000,71.30000,-1.01000,332.90000
06/06/2013 06:00:00,-1.65307,-1.01110,14.16000,70.20000,-1.14000,313.10000
06/06/2013 09:00:00,-1.73525,-0.83210,13.75000,79.00000,-0.27300,367.80000
06/06/2013 12:00:00,-2.07959,-0.92177,13.08000,94.60000,12.50200,374.10000
06/06/2013 15:00:00,-1.94093,-1.01013,12.52000,95.40000,63.35000,370.30000
06/06/2013 18:00:00,-1.32176,-1.17430,12.14000,95.10000,52.21700,366.80000
06/06/2013 21:00:00,-1.13476,-1.43392,12.89000,89.50000,79.40000,369.30000
07/06/2013 00:00:00,-0.34447,-1.20131,12.73000,97.10000,26.10000,370.50000
07/06/2013 03:00:00,-0.35978,-1.09491,12.98000,94.80000,-0.09300,370.00000
07/06/2013 06:00:00,0.22893,-0.70457,12.91000,91.20000,-0.17000,367.90000
07/06/2013 09:00:00,0.19467,-0.64052,12.31000,96.30000,-0.34700,368.40000
07/06/2013 12:00:00,-0.47825,-0.61160,12.35000,95.80000,55.86700,368.30000
07/06/2013 15:00:00,-0.48880,-0.31169,12.51000,97.50000,132.80000,371.10000
07/06/2013 18:00:00,0.47501,-0.03242,12.50000,98.30000,357.83300,374.00000
07/06/2013 21:00:00,0.44991,0.29511,13.24000,93.30000,203.50000,370.20000
08/06/2013 00:00:00,0.71750,0.00000,13.41000,93.80000,15.46700,370.50000
08/06/2013 03:00:00,0.53603,-0.52457,14.19000,91.10000,-0.17200,373.00000
08/06/2013 06:00:00,0.37798,-0.62907,13.73000,93.50000,-0.50300,367.20000
08/06/2013 09:00:00,0.48334,-0.45754,13.46000,91.80000,-0.45800,364.80000
08/06/2013 12:00:00,0.69184,-0.22226,13.37000,91.30000,24.05000,363.60000
08/06/2013 15:00:00,0.58145,0.09333,13.44000,90.70000,227.83300,367.90000
08/06/2013 18:00:00,0.75350,0.68129,14.37000,87.90000,1060.00000,317.60000
08/06/2013 21:00:00,0.57367,0.92748,15.39000,84.90000,321.50000,350.90000
09/06/2013 00:00:00,0.76575,0.60756,15.44000,90.70000,64.10000,370.70000
09/06/2013 03:00:00,0.53867,0.56528,15.16000,89.70000,-2.88700,390.00000
09/06/2013 06:00:00,-0.05775,0.35984,15.21000,87.50000,-3.03300,310.40000
09/06/2013 09:00:00,-0.37535,0.17636,14.70000,94.30000,-1.05700,361.50000
09/06/2013 12:00:00,-0.54721,0.16829,15.17000,87.70000,101.65000,366.60000
09/06/2013 15:00:00,-0.95278,0.06504,15.76000,84.90000,644.50000,338.60000
09/06/2013 18:00:00,-0.98813,0.36805,15.67000,85.30000,330.00000,370.70000
09/06/2013 21:00:00,-1.39123,-0.04452,15.90000,80.20000,396.83300,342.70000
10/06/2013 00:00:00,-1.60539,0.07077,16.24000,75.00000,76.88300,347.00000
10/06/2013 03:00:00,-1.51003,-0.12263,16.24000,82.70000,-0.24200,379.50000
10/06/2013 06:00:00,-1.67500,-0.31692,15.71000,88.60000,-0.19000,381.90000
10/06/2013 09:00:00,-1.22969,0.30498,17.16000,90.20000,-0.22700,394.00000
10/06/2013 12:00:00,-0.52203,0.24106,16.40000,98.20000,62.91700,393.90000
10/06/2013 15:00:00,-1.34211,-0.59286,16.15000,98.90000,154.33300,395.40000
10/06/2013 18:00:00,-1.36247,-0.21928,15.28000,99.00000,539.16700,388.30000
10/06/2013 21:00:00,-1.04891,0.17956,15.45000,98.50000,39.23300,393.30000
11/06/2013 00:00:00,-0.11269,0.35534,15.86000,99.10000,69.70000,387.70000
11/06/2013 03:00:00,0.85580,0.52052,16.01000,99.40000,-0.50300,369.80000
11/06/2013 06:00:00,1.38683,0.61331,16.08000,99.50000,-0.04200,390.70000
11/06/2013 09:00:00,1.08147,-0.26678,16.04000,98.50000,-0.09300,386.60000
11/06/2013 12:00:00,1.27483,-0.26433,15.84000,98.80000,70.16700,391.80000
11/06/2013 15:00:00,1.15837,-0.44246,16.23000,95.90000,459.50000,386.20000
11/06/2013 18:00:00,0.80359,-0.00534,17.13000,93.70000,971.83300,349.40000
11/06/2013 21:00:00,0.36439,0.64406,17.81000,90.10000,545.50000,344.20000
12/06/2013 00:00:00,0.27557,0.39776,18.92000,83.00000,11.76300,393.10000
12/06/2013 03:00:00,0.16204,0.41236,16.75000,93.20000,-0.42500,377.10000
12/06/2013 06:00:00,-0.44965,0.22864,17.15000,92.90000,0.19700,394.50000
12/06/2013 09:00:00,-0.54376,0.17095,15.91000,95.20000,-1.96800,326.20000
12/06/2013 12:00:00,-0.61013,-0.24356,16.21000,95.40000,189.50000,376.60000
12/06/2013 15:00:00,-0.61088,-0.15961,15.36000,98.10000,348.50000,367.10000
12/06/2013 18:00:00,-0.67027,0.54370,16.44000,96.10000,381.83300,371.10000
12/06/2013 21:00:00,-0.26923,0.26856,16.52000,96.50000,127.73300,381.20000
13/06/2013 00:00:00,-0.45208,0.30139,16.24000,92.00000,37.50000,379.40000
13/06/2013 03:00:00,-0.42543,0.86492,17.78000,91.90000,-0.67200,396.70000
13/06/2013 06:00:00,-0.81367,-0.42875,17.56000,97.80000,-0.05500,398.50000
13/06/2013 09:00:00,-1.62668,-1.59720,18.67000,91.80000,0.17800,401.70000
13/06/2013 12:00:00,0.73712,1.97676,16.01000,95.20000,28.28300,387.90000
13/06/2013 15:00:00,0.47988,-1.46654,15.80000,95.50000,104.56700,381.50000
13/06/2013 18:00:00,0.89503,-0.85861,16.51000,91.30000,950.66700,327.60000
13/06/2013 21:00:00,1.47965,-1.44322,17.82000,75.30000,671.33300,314.30000
14/06/2013 00:00:00,0.68058,0.59018,17.59000,76.50000,119.70000,314.30000
14/06/2013 03:00:00,0.78268,-0.76341,16.00000,88.10000,-2.43700,313.20000
14/06/2013 06:00:00,0.82567,-1.43977,15.71000,84.90000,-1.60000,313.20000
14/06/2013 09:00:00,0.61231,-1.75221,14.85000,90.30000,-1.60700,306.90000
14/06/2013 12:00:00,0.34942,-1.39897,14.87000,90.20000,298.16700,314.40000
14/06/2013 15:00:00,0.85066,-0.22642,15.56000,89.90000,557.66700,362.30000
14/06/2013 18:00:00,1.16557,-0.38408,16.44000,85.80000,921.66700,325.80000
14/06/2013 21:00:00,0.85094,-1.00474,17.70000,67.00000,662.66700,307.40000
15/06/2013 00:00:00,1.11723,-0.92646,17.10000,79.20000,115.05000,297.70000
15/06/2013 03:00:00,1.04338,-1.09039,16.48000,69.30000,-3.46500,289.90000
